"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - Netherlands (NL)","Actual Total Load [MW] - Netherlands (NL)"
"25.08.2016 01:00 - 25.08.2016 01:15","11399","11223"
"25.08.2016 01:15 - 25.08.2016 01:30","11214","11048"
"25.08.2016 01:30 - 25.08.2016 01:45","11045","10964"
"25.08.2016 01:45 - 25.08.2016 02:00","10926","10864"
"25.08.2016 02:00 - 25.08.2016 02:15","10795","10722"
"25.08.2016 02:15 - 25.08.2016 02:30","10708","10631"
"25.08.2016 02:30 - 25.08.2016 02:45","10634","10561"
"25.08.2016 02:45 - 25.08.2016 03:00","10560","10578"
"25.08.2016 03:00 - 25.08.2016 03:15","10519","10549"
"25.08.2016 03:15 - 25.08.2016 03:30","10484","10489"
"25.08.2016 03:30 - 25.08.2016 03:45","10473","10469"
"25.08.2016 03:45 - 25.08.2016 04:00","10451","10464"
"25.08.2016 04:00 - 25.08.2016 04:15","10431","10448"
"25.08.2016 04:15 - 25.08.2016 04:30","10407","10464"
"25.08.2016 04:30 - 25.08.2016 04:45","10406","10497"
"25.08.2016 04:45 - 25.08.2016 05:00","10405","10542"
"25.08.2016 05:00 - 25.08.2016 05:15","10471","10618"
"25.08.2016 05:15 - 25.08.2016 05:30","10591","10719"
"25.08.2016 05:30 - 25.08.2016 05:45","10668","10918"
"25.08.2016 05:45 - 25.08.2016 06:00","10821","11098"
"25.08.2016 06:00 - 25.08.2016 06:15","10996","11511"
"25.08.2016 06:15 - 25.08.2016 06:30","11193","11772"
"25.08.2016 06:30 - 25.08.2016 06:45","11353","11963"
"25.08.2016 06:45 - 25.08.2016 07:00","11625","12252"
"25.08.2016 07:00 - 25.08.2016 07:15","11933","12650"
"25.08.2016 07:15 - 25.08.2016 07:30","12229","13057"
"25.08.2016 07:30 - 25.08.2016 07:45","12497","13439"
"25.08.2016 07:45 - 25.08.2016 08:00","12834","13853"
"25.08.2016 08:00 - 25.08.2016 08:15","13167","14190"
"25.08.2016 08:15 - 25.08.2016 08:30","13414","14398"
"25.08.2016 08:30 - 25.08.2016 08:45","13665","14637"
"25.08.2016 08:45 - 25.08.2016 09:00","13846","14882"
"25.08.2016 09:00 - 25.08.2016 09:15","13975","15037"
"25.08.2016 09:15 - 25.08.2016 09:30","14053","15164"
"25.08.2016 09:30 - 25.08.2016 09:45","14112","15253"
"25.08.2016 09:45 - 25.08.2016 10:00","14200","15342"
"25.08.2016 10:00 - 25.08.2016 10:15","14253","15358"
"25.08.2016 10:15 - 25.08.2016 10:30","14331","15370"
"25.08.2016 10:30 - 25.08.2016 10:45","14372","15388"
"25.08.2016 10:45 - 25.08.2016 11:00","14405","15398"
"25.08.2016 11:00 - 25.08.2016 11:15","14371","15404"
"25.08.2016 11:15 - 25.08.2016 11:30","14426","15469"
"25.08.2016 11:30 - 25.08.2016 11:45","14470","15480"
"25.08.2016 11:45 - 25.08.2016 12:00","14499","15449"
"25.08.2016 12:00 - 25.08.2016 12:15","14532","15391"
"25.08.2016 12:15 - 25.08.2016 12:30","14539","15415"
"25.08.2016 12:30 - 25.08.2016 12:45","14492","15352"
"25.08.2016 12:45 - 25.08.2016 13:00","14474","15353"
"25.08.2016 13:00 - 25.08.2016 13:15","14492","15444"
"25.08.2016 13:15 - 25.08.2016 13:30","14542","15448"
"25.08.2016 13:30 - 25.08.2016 13:45","14579","15385"
"25.08.2016 13:45 - 25.08.2016 14:00","14572","15395"
"25.08.2016 14:00 - 25.08.2016 14:15","14589","15376"
"25.08.2016 14:15 - 25.08.2016 14:30","14588","15377"
"25.08.2016 14:30 - 25.08.2016 14:45","14567","15329"
"25.08.2016 14:45 - 25.08.2016 15:00","14536","15297"
"25.08.2016 15:00 - 25.08.2016 15:15","14530","15314"
"25.08.2016 15:15 - 25.08.2016 15:30","14503","15351"
"25.08.2016 15:30 - 25.08.2016 15:45","14491","15349"
"25.08.2016 15:45 - 25.08.2016 16:00","14505","15348"
"25.08.2016 16:00 - 25.08.2016 16:15","14490","15435"
"25.08.2016 16:15 - 25.08.2016 16:30","14495","15328"
"25.08.2016 16:30 - 25.08.2016 16:45","14475","15316"
"25.08.2016 16:45 - 25.08.2016 17:00","14529","15403"
"25.08.2016 17:00 - 25.08.2016 17:15","14631","15338"
"25.08.2016 17:15 - 25.08.2016 17:30","14675","15448"
"25.08.2016 17:30 - 25.08.2016 17:45","14794","15406"
"25.08.2016 17:45 - 25.08.2016 18:00","14803","15417"
"25.08.2016 18:00 - 25.08.2016 18:15","14688","15163"
"25.08.2016 18:15 - 25.08.2016 18:30","14454","15055"
"25.08.2016 18:30 - 25.08.2016 18:45","14304","14950"
"25.08.2016 18:45 - 25.08.2016 19:00","14257","14958"
"25.08.2016 19:00 - 25.08.2016 19:15","14192","14880"
"25.08.2016 19:15 - 25.08.2016 19:30","14170","14816"
"25.08.2016 19:30 - 25.08.2016 19:45","14113","14742"
"25.08.2016 19:45 - 25.08.2016 20:00","14073","14723"
"25.08.2016 20:00 - 25.08.2016 20:15","14026","14591"
"25.08.2016 20:15 - 25.08.2016 20:30","13968","14401"
"25.08.2016 20:30 - 25.08.2016 20:45","13947","14413"
"25.08.2016 20:45 - 25.08.2016 21:00","13849","14560"
"25.08.2016 21:00 - 25.08.2016 21:15","13845","14719"
"25.08.2016 21:15 - 25.08.2016 21:30","13929","14693"
"25.08.2016 21:30 - 25.08.2016 21:45","14054","14549"
"25.08.2016 21:45 - 25.08.2016 22:00","13992","14367"
"25.08.2016 22:00 - 25.08.2016 22:15","13868","14132"
"25.08.2016 22:15 - 25.08.2016 22:30","13649","13888"
"25.08.2016 22:30 - 25.08.2016 22:45","13461","13629"
"25.08.2016 22:45 - 25.08.2016 23:00","13223","13439"
"25.08.2016 23:00 - 25.08.2016 23:15","13075","13324"
"25.08.2016 23:15 - 25.08.2016 23:30","12956","13162"
"25.08.2016 23:30 - 25.08.2016 23:45","12719","12923"
"25.08.2016 23:45 - 26.08.2016 00:00","12438","12675"
"26.08.2016 00:00 - 26.08.2016 00:15","12170","12334"
"26.08.2016 00:15 - 26.08.2016 00:30","11960","12025"
"26.08.2016 00:30 - 26.08.2016 00:45","11722","11870"
"26.08.2016 00:45 - 26.08.2016 01:00","11503","11690"
"26.08.2016 01:00 - 26.08.2016 01:15","11336","11496"
"26.08.2016 01:15 - 26.08.2016 01:30","11158","11264"
"26.08.2016 01:30 - 26.08.2016 01:45","10983","11137"
"26.08.2016 01:45 - 26.08.2016 02:00","10876","11056"
"26.08.2016 02:00 - 26.08.2016 02:15","10783","11017"
"26.08.2016 02:15 - 26.08.2016 02:30","10710","10941"
"26.08.2016 02:30 - 26.08.2016 02:45","10692","10859"
"26.08.2016 02:45 - 26.08.2016 03:00","10641","10858"
"26.08.2016 03:00 - 26.08.2016 03:15","10606","10835"
"26.08.2016 03:15 - 26.08.2016 03:30","10600","10809"
"26.08.2016 03:30 - 26.08.2016 03:45","10610","10767"
"26.08.2016 03:45 - 26.08.2016 04:00","10610","10737"
"26.08.2016 04:00 - 26.08.2016 04:15","10620","10737"
"26.08.2016 04:15 - 26.08.2016 04:30","10629","10765"
"26.08.2016 04:30 - 26.08.2016 04:45","10602","10779"
"26.08.2016 04:45 - 26.08.2016 05:00","10559","10825"
"26.08.2016 05:00 - 26.08.2016 05:15","10615","10900"
"26.08.2016 05:15 - 26.08.2016 05:30","10725","11022"
"26.08.2016 05:30 - 26.08.2016 05:45","10887","11138"
"26.08.2016 05:45 - 26.08.2016 06:00","11057","11409"
"26.08.2016 06:00 - 26.08.2016 06:15","11267","11762"
"26.08.2016 06:15 - 26.08.2016 06:30","11468","12049"
"26.08.2016 06:30 - 26.08.2016 06:45","11619","12215"
"26.08.2016 06:45 - 26.08.2016 07:00","11868","12465"
"26.08.2016 07:00 - 26.08.2016 07:15","12176","12854"
"26.08.2016 07:15 - 26.08.2016 07:30","12492","13287"
"26.08.2016 07:30 - 26.08.2016 07:45","12742","13698"
"26.08.2016 07:45 - 26.08.2016 08:00","12977","14082"
"26.08.2016 08:00 - 26.08.2016 08:15","13279","14395"
"26.08.2016 08:15 - 26.08.2016 08:30","13548","14670"
"26.08.2016 08:30 - 26.08.2016 08:45","13784","14910"
"26.08.2016 08:45 - 26.08.2016 09:00","13977","15136"
"26.08.2016 09:00 - 26.08.2016 09:15","14127","15382"
"26.08.2016 09:15 - 26.08.2016 09:30","14264","15418"
"26.08.2016 09:30 - 26.08.2016 09:45","14371","15451"
"26.08.2016 09:45 - 26.08.2016 10:00","14495","15543"
"26.08.2016 10:00 - 26.08.2016 10:15","14576","15532"
"26.08.2016 10:15 - 26.08.2016 10:30","14595","15538"
"26.08.2016 10:30 - 26.08.2016 10:45","14637","15514"
"26.08.2016 10:45 - 26.08.2016 11:00","14668","15528"
"26.08.2016 11:00 - 26.08.2016 11:15","14683","15558"
"26.08.2016 11:15 - 26.08.2016 11:30","14711","15569"
"26.08.2016 11:30 - 26.08.2016 11:45","14720","15556"
"26.08.2016 11:45 - 26.08.2016 12:00","14714","15525"
"26.08.2016 12:00 - 26.08.2016 12:15","14672","15454"
"26.08.2016 12:15 - 26.08.2016 12:30","14577","15394"
"26.08.2016 12:30 - 26.08.2016 12:45","14081","15285"
"26.08.2016 12:45 - 26.08.2016 13:00","13973","15228"
"26.08.2016 13:00 - 26.08.2016 13:15","14463","15251"
"26.08.2016 13:15 - 26.08.2016 13:30","14507","15309"
"26.08.2016 13:30 - 26.08.2016 13:45","14530","15234"
"26.08.2016 13:45 - 26.08.2016 14:00","14473","15203"
"26.08.2016 14:00 - 26.08.2016 14:15","14384","15097"
"26.08.2016 14:15 - 26.08.2016 14:30","14367","15025"
"26.08.2016 14:30 - 26.08.2016 14:45","14276","14984"
"26.08.2016 14:45 - 26.08.2016 15:00","14263","14987"
"26.08.2016 15:00 - 26.08.2016 15:15","14235","14874"
"26.08.2016 15:15 - 26.08.2016 15:30","14218","14815"
"26.08.2016 15:30 - 26.08.2016 15:45","14193","14801"
"26.08.2016 15:45 - 26.08.2016 16:00","14220","14757"
"26.08.2016 16:00 - 26.08.2016 16:15","14253","14672"
"26.08.2016 16:15 - 26.08.2016 16:30","14273","14654"
"26.08.2016 16:30 - 26.08.2016 16:45","14241","14658"
"26.08.2016 16:45 - 26.08.2016 17:00","14286","14731"
"26.08.2016 17:00 - 26.08.2016 17:15","14343","14718"
"26.08.2016 17:15 - 26.08.2016 17:30","14439","14770"
"26.08.2016 17:30 - 26.08.2016 17:45","14444","14776"
"26.08.2016 17:45 - 26.08.2016 18:00","14432","14808"
"26.08.2016 18:00 - 26.08.2016 18:15","14286","14603"
"26.08.2016 18:15 - 26.08.2016 18:30","14008","14473"
"26.08.2016 18:30 - 26.08.2016 18:45","13950","14322"
"26.08.2016 18:45 - 26.08.2016 19:00","13936","14265"
"26.08.2016 19:00 - 26.08.2016 19:15","13903","14125"
"26.08.2016 19:15 - 26.08.2016 19:30","13946","14014"
"26.08.2016 19:30 - 26.08.2016 19:45","13913","13928"
"26.08.2016 19:45 - 26.08.2016 20:00","13903","13871"
"26.08.2016 20:00 - 26.08.2016 20:15","13854","13748"
"26.08.2016 20:15 - 26.08.2016 20:30","13825","13623"
"26.08.2016 20:30 - 26.08.2016 20:45","13773","13646"
"26.08.2016 20:45 - 26.08.2016 21:00","13665","13795"
"26.08.2016 21:00 - 26.08.2016 21:15","13557","13907"
"26.08.2016 21:15 - 26.08.2016 21:30","13529","13874"
"26.08.2016 21:30 - 26.08.2016 21:45","13628","13720"
"26.08.2016 21:45 - 26.08.2016 22:00","13643","13490"
"26.08.2016 22:00 - 26.08.2016 22:15","13437","13281"
"26.08.2016 22:15 - 26.08.2016 22:30","13308","13120"
"26.08.2016 22:30 - 26.08.2016 22:45","13158","12886"
"26.08.2016 22:45 - 26.08.2016 23:00","12951","12733"
"26.08.2016 23:00 - 26.08.2016 23:15","12752","12617"
"26.08.2016 23:15 - 26.08.2016 23:30","12661","12440"
"26.08.2016 23:30 - 26.08.2016 23:45","12419","12288"
"26.08.2016 23:45 - 27.08.2016 00:00","12141","12050"
"27.08.2016 00:00 - 27.08.2016 00:15","12679","11764"
"27.08.2016 00:15 - 27.08.2016 00:30","12395","11558"
"27.08.2016 00:30 - 27.08.2016 00:45","12119","11386"
"27.08.2016 00:45 - 27.08.2016 01:00","11855","11166"
"27.08.2016 01:00 - 27.08.2016 01:15","11703","11007"
"27.08.2016 01:15 - 27.08.2016 01:30","11475","10797"
"27.08.2016 01:30 - 27.08.2016 01:45","11249","10670"
"27.08.2016 01:45 - 27.08.2016 02:00","11055","10560"
"27.08.2016 02:00 - 27.08.2016 02:15","10916","10481"
"27.08.2016 02:15 - 27.08.2016 02:30","10823","10379"
"27.08.2016 02:30 - 27.08.2016 02:45","10774","10332"
"27.08.2016 02:45 - 27.08.2016 03:00","10725","10249"
"27.08.2016 03:00 - 27.08.2016 03:15","10682","10225"
"27.08.2016 03:15 - 27.08.2016 03:30","10645","10190"
"27.08.2016 03:30 - 27.08.2016 03:45","10631","10157"
"27.08.2016 03:45 - 27.08.2016 04:00","10594","10118"
"27.08.2016 04:00 - 27.08.2016 04:15","10591","10129"
"27.08.2016 04:15 - 27.08.2016 04:30","10575","10106"
"27.08.2016 04:30 - 27.08.2016 04:45","10537","10055"
"27.08.2016 04:45 - 27.08.2016 05:00","10544","10057"
"27.08.2016 05:00 - 27.08.2016 05:15","10531","10053"
"27.08.2016 05:15 - 27.08.2016 05:30","10547","10067"
"27.08.2016 05:30 - 27.08.2016 05:45","10562","10133"
"27.08.2016 05:45 - 27.08.2016 06:00","10547","10139"
"27.08.2016 06:00 - 27.08.2016 06:15","10543","10268"
"27.08.2016 06:15 - 27.08.2016 06:30","10561","10295"
"27.08.2016 06:30 - 27.08.2016 06:45","10579","10246"
"27.08.2016 06:45 - 27.08.2016 07:00","10665","10326"
"27.08.2016 07:00 - 27.08.2016 07:15","10703","10428"
"27.08.2016 07:15 - 27.08.2016 07:30","10788","10558"
"27.08.2016 07:30 - 27.08.2016 07:45","10927","10719"
"27.08.2016 07:45 - 27.08.2016 08:00","11049","10920"
"27.08.2016 08:00 - 27.08.2016 08:15","11170","11125"
"27.08.2016 08:15 - 27.08.2016 08:30","11252","11295"
"27.08.2016 08:30 - 27.08.2016 08:45","11374","11522"
"27.08.2016 08:45 - 27.08.2016 09:00","11604","11785"
"27.08.2016 09:00 - 27.08.2016 09:15","11796","11971"
"27.08.2016 09:15 - 27.08.2016 09:30","11932","12128"
"27.08.2016 09:30 - 27.08.2016 09:45","12086","12264"
"27.08.2016 09:45 - 27.08.2016 10:00","12225","12322"
"27.08.2016 10:00 - 27.08.2016 10:15","12300","12421"
"27.08.2016 10:15 - 27.08.2016 10:30","12317","12389"
"27.08.2016 10:30 - 27.08.2016 10:45","12287","12390"
"27.08.2016 10:45 - 27.08.2016 11:00","12250","12410"
"27.08.2016 11:00 - 27.08.2016 11:15","12225","12425"
"27.08.2016 11:15 - 27.08.2016 11:30","12189","12441"
"27.08.2016 11:30 - 27.08.2016 11:45","12162","12381"
"27.08.2016 11:45 - 27.08.2016 12:00","12129","12343"
"27.08.2016 12:00 - 27.08.2016 12:15","12093","12260"
"27.08.2016 12:15 - 27.08.2016 12:30","11983","12178"
"27.08.2016 12:30 - 27.08.2016 12:45","11873","12124"
"27.08.2016 12:45 - 27.08.2016 13:00","11799","12085"
"27.08.2016 13:00 - 27.08.2016 13:15","11761","12047"
"27.08.2016 13:15 - 27.08.2016 13:30","11693","11991"
"27.08.2016 13:30 - 27.08.2016 13:45","11607","11938"
"27.08.2016 13:45 - 27.08.2016 14:00","11532","11986"
"27.08.2016 14:00 - 27.08.2016 14:15","11488","11904"
"27.08.2016 14:15 - 27.08.2016 14:30","11396","11897"
"27.08.2016 14:30 - 27.08.2016 14:45","11314","11912"
"27.08.2016 14:45 - 27.08.2016 15:00","11262","11878"
"27.08.2016 15:00 - 27.08.2016 15:15","11219","11860"
"27.08.2016 15:15 - 27.08.2016 15:30","11200","11895"
"27.08.2016 15:30 - 27.08.2016 15:45","11182","11936"
"27.08.2016 15:45 - 27.08.2016 16:00","11212","11955"
"27.08.2016 16:00 - 27.08.2016 16:15","11244","12003"
"27.08.2016 16:15 - 27.08.2016 16:30","11273","12061"
"27.08.2016 16:30 - 27.08.2016 16:45","11374","12095"
"27.08.2016 16:45 - 27.08.2016 17:00","11499","12213"
"27.08.2016 17:00 - 27.08.2016 17:15","11631","12226"
"27.08.2016 17:15 - 27.08.2016 17:30","11745","12285"
"27.08.2016 17:30 - 27.08.2016 17:45","11900","12409"
"27.08.2016 17:45 - 27.08.2016 18:00","12056","12529"
"27.08.2016 18:00 - 27.08.2016 18:15","12174","12504"
"27.08.2016 18:15 - 27.08.2016 18:30","12287","12493"
"27.08.2016 18:30 - 27.08.2016 18:45","12325","12473"
"27.08.2016 18:45 - 27.08.2016 19:00","12329","12454"
"27.08.2016 19:00 - 27.08.2016 19:15","12426","12428"
"27.08.2016 19:15 - 27.08.2016 19:30","12584","12412"
"27.08.2016 19:30 - 27.08.2016 19:45","12637","12352"
"27.08.2016 19:45 - 27.08.2016 20:00","12641","12391"
"27.08.2016 20:00 - 27.08.2016 20:15","12722","12361"
"27.08.2016 20:15 - 27.08.2016 20:30","12801","12379"
"27.08.2016 20:30 - 27.08.2016 20:45","12821","12412"
"27.08.2016 20:45 - 27.08.2016 21:00","12717","12702"
"27.08.2016 21:00 - 27.08.2016 21:15","12753","12798"
"27.08.2016 21:15 - 27.08.2016 21:30","12923","12724"
"27.08.2016 21:30 - 27.08.2016 21:45","13134","12639"
"27.08.2016 21:45 - 27.08.2016 22:00","13207","12580"
"27.08.2016 22:00 - 27.08.2016 22:15","13111","12441"
"27.08.2016 22:15 - 27.08.2016 22:30","12954","12339"
"27.08.2016 22:30 - 27.08.2016 22:45","12902","12219"
"27.08.2016 22:45 - 27.08.2016 23:00","12753","12092"
"27.08.2016 23:00 - 27.08.2016 23:15","12620","11952"
"27.08.2016 23:15 - 27.08.2016 23:30","12508","11780"
"27.08.2016 23:30 - 27.08.2016 23:45","12265","11587"
"27.08.2016 23:45 - 28.08.2016 00:00","12044","11426"
"28.08.2016 00:00 - 28.08.2016 00:15","11895","11177"
"28.08.2016 00:15 - 28.08.2016 00:30","11749","11016"
"28.08.2016 00:30 - 28.08.2016 00:45","11523","10843"
"28.08.2016 00:45 - 28.08.2016 01:00","11281","10643"
"28.08.2016 01:00 - 28.08.2016 01:15","11101","10481"
"28.08.2016 01:15 - 28.08.2016 01:30","10916","10372"
"28.08.2016 01:30 - 28.08.2016 01:45","10751","10258"
"28.08.2016 01:45 - 28.08.2016 02:00","10615","10117"
"28.08.2016 02:00 - 28.08.2016 02:15","10541","10048"
"28.08.2016 02:15 - 28.08.2016 02:30","10400","9995"
"28.08.2016 02:30 - 28.08.2016 02:45","10284","9950"
"28.08.2016 02:45 - 28.08.2016 03:00","10206","9908"
"28.08.2016 03:00 - 28.08.2016 03:15","10115","9894"
"28.08.2016 03:15 - 28.08.2016 03:30","10052","9870"
"28.08.2016 03:30 - 28.08.2016 03:45","9946","9818"
"28.08.2016 03:45 - 28.08.2016 04:00","9889","9811"
"28.08.2016 04:00 - 28.08.2016 04:15","9822","9805"
"28.08.2016 04:15 - 28.08.2016 04:30","9797","9739"
"28.08.2016 04:30 - 28.08.2016 04:45","9763","9679"
"28.08.2016 04:45 - 28.08.2016 05:00","9749","9652"
"28.08.2016 05:00 - 28.08.2016 05:15","9700","9594"
"28.08.2016 05:15 - 28.08.2016 05:30","9643","9602"
"28.08.2016 05:30 - 28.08.2016 05:45","9598","9639"
"28.08.2016 05:45 - 28.08.2016 06:00","9568","9661"
"28.08.2016 06:00 - 28.08.2016 06:15","9504","9737"
"28.08.2016 06:15 - 28.08.2016 06:30","9412","9738"
"28.08.2016 06:30 - 28.08.2016 06:45","9352","9651"
"28.08.2016 06:45 - 28.08.2016 07:00","9320","9619"
"28.08.2016 07:00 - 28.08.2016 07:15","9321","9635"
"28.08.2016 07:15 - 28.08.2016 07:30","9369","9698"
"28.08.2016 07:30 - 28.08.2016 07:45","9461","9844"
"28.08.2016 07:45 - 28.08.2016 08:00","9535","9972"
"28.08.2016 08:00 - 28.08.2016 08:15","9600","10125"
"28.08.2016 08:15 - 28.08.2016 08:30","9640","10327"
"28.08.2016 08:30 - 28.08.2016 08:45","9748","10424"
"28.08.2016 08:45 - 28.08.2016 09:00","9885","10614"
"28.08.2016 09:00 - 28.08.2016 09:15","10040","10850"
"28.08.2016 09:15 - 28.08.2016 09:30","10205","11081"
"28.08.2016 09:30 - 28.08.2016 09:45","10313","11184"
"28.08.2016 09:45 - 28.08.2016 10:00","10409","11312"
"28.08.2016 10:00 - 28.08.2016 10:15","10492","11305"
"28.08.2016 10:15 - 28.08.2016 10:30","10595","11396"
"28.08.2016 10:30 - 28.08.2016 10:45","10660","11482"
"28.08.2016 10:45 - 28.08.2016 11:00","10705","11536"
"28.08.2016 11:00 - 28.08.2016 11:15","10728","11616"
"28.08.2016 11:15 - 28.08.2016 11:30","10756","11652"
"28.08.2016 11:30 - 28.08.2016 11:45","10813","11670"
"28.08.2016 11:45 - 28.08.2016 12:00","10884","11725"
"28.08.2016 12:00 - 28.08.2016 12:15","11043","11814"
"28.08.2016 12:15 - 28.08.2016 12:30","11155","11808"
"28.08.2016 12:30 - 28.08.2016 12:45","11207","11834"
"28.08.2016 12:45 - 28.08.2016 13:00","11222","11853"
"28.08.2016 13:00 - 28.08.2016 13:15","11172","11845"
"28.08.2016 13:15 - 28.08.2016 13:30","11116","11759"
"28.08.2016 13:30 - 28.08.2016 13:45","11071","11704"
"28.08.2016 13:45 - 28.08.2016 14:00","10977","11625"
"28.08.2016 14:00 - 28.08.2016 14:15","10935","11482"
"28.08.2016 14:15 - 28.08.2016 14:30","10938","11444"
"28.08.2016 14:30 - 28.08.2016 14:45","10925","11360"
"28.08.2016 14:45 - 28.08.2016 15:00","10898","11338"
"28.08.2016 15:00 - 28.08.2016 15:15","10831","11334"
"28.08.2016 15:15 - 28.08.2016 15:30","10797","11323"
"28.08.2016 15:30 - 28.08.2016 15:45","10781","11297"
"28.08.2016 15:45 - 28.08.2016 16:00","10790","11276"
"28.08.2016 16:00 - 28.08.2016 16:15","10805","11305"
"28.08.2016 16:15 - 28.08.2016 16:30","10832","11363"
"28.08.2016 16:30 - 28.08.2016 16:45","10877","11450"
"28.08.2016 16:45 - 28.08.2016 17:00","10971","11592"
"28.08.2016 17:00 - 28.08.2016 17:15","11173","11688"
"28.08.2016 17:15 - 28.08.2016 17:30","11437","11838"
"28.08.2016 17:30 - 28.08.2016 17:45","11650","11956"
"28.08.2016 17:45 - 28.08.2016 18:00","11878","12061"
"28.08.2016 18:00 - 28.08.2016 18:15","12027","12093"
"28.08.2016 18:15 - 28.08.2016 18:30","12032","12057"
"28.08.2016 18:30 - 28.08.2016 18:45","11967","12055"
"28.08.2016 18:45 - 28.08.2016 19:00","11966","12089"
"28.08.2016 19:00 - 28.08.2016 19:15","12007","12092"
"28.08.2016 19:15 - 28.08.2016 19:30","12133","12125"
"28.08.2016 19:30 - 28.08.2016 19:45","12236","12100"
"28.08.2016 19:45 - 28.08.2016 20:00","12322","12166"
"28.08.2016 20:00 - 28.08.2016 20:15","12434","12130"
"28.08.2016 20:15 - 28.08.2016 20:30","12532","12183"
"28.08.2016 20:30 - 28.08.2016 20:45","12532","12219"
"28.08.2016 20:45 - 28.08.2016 21:00","12506","12440"
"28.08.2016 21:00 - 28.08.2016 21:15","12589","12552"
"28.08.2016 21:15 - 28.08.2016 21:30","12749","12532"
"28.08.2016 21:30 - 28.08.2016 21:45","12931","12447"
"28.08.2016 21:45 - 28.08.2016 22:00","13021","12352"
"28.08.2016 22:00 - 28.08.2016 22:15","12954","12233"
"28.08.2016 22:15 - 28.08.2016 22:30","12846","12089"
"28.08.2016 22:30 - 28.08.2016 22:45","12714","11925"
"28.08.2016 22:45 - 28.08.2016 23:00","12528","11734"
"28.08.2016 23:00 - 28.08.2016 23:15","12364","11584"
"28.08.2016 23:15 - 28.08.2016 23:30","12184","11390"
"28.08.2016 23:30 - 28.08.2016 23:45","11929","11122"
"28.08.2016 23:45 - 29.08.2016 00:00","11683","10980"
"29.08.2016 00:00 - 29.08.2016 00:15","11480","10797"
"29.08.2016 00:15 - 29.08.2016 00:30","11333","10600"
"29.08.2016 00:30 - 29.08.2016 00:45","11198","10430"
"29.08.2016 00:45 - 29.08.2016 01:00","11017","10308"
"29.08.2016 01:00 - 29.08.2016 01:15","10843","10143"
"29.08.2016 01:15 - 29.08.2016 01:30","10734","10109"
"29.08.2016 01:30 - 29.08.2016 01:45","10604","10007"
"29.08.2016 01:45 - 29.08.2016 02:00","10514","9958"
"29.08.2016 02:00 - 29.08.2016 02:15","10449","9927"
"29.08.2016 02:15 - 29.08.2016 02:30","10412","9871"
"29.08.2016 02:30 - 29.08.2016 02:45","10317","9829"
"29.08.2016 02:45 - 29.08.2016 03:00","10233","9805"
"29.08.2016 03:00 - 29.08.2016 03:15","10227","9838"
"29.08.2016 03:15 - 29.08.2016 03:30","10230","9846"
"29.08.2016 03:30 - 29.08.2016 03:45","10230","9837"
"29.08.2016 03:45 - 29.08.2016 04:00","10225","9820"
"29.08.2016 04:00 - 29.08.2016 04:15","10236","9879"
"29.08.2016 04:15 - 29.08.2016 04:30","10261","9956"
"29.08.2016 04:30 - 29.08.2016 04:45","10291","9975"
"29.08.2016 04:45 - 29.08.2016 05:00","10320","9995"
"29.08.2016 05:00 - 29.08.2016 05:15","10380","10096"
"29.08.2016 05:15 - 29.08.2016 05:30","10495","10167"
"29.08.2016 05:30 - 29.08.2016 05:45","10589","10367"
"29.08.2016 05:45 - 29.08.2016 06:00","10769","10579"
"29.08.2016 06:00 - 29.08.2016 06:15","11022","10988"
"29.08.2016 06:15 - 29.08.2016 06:30","11241","11356"
"29.08.2016 06:30 - 29.08.2016 06:45","11444","11574"
"29.08.2016 06:45 - 29.08.2016 07:00","11768","11978"
"29.08.2016 07:00 - 29.08.2016 07:15","12093","12492"
"29.08.2016 07:15 - 29.08.2016 07:30","12489","12928"
"29.08.2016 07:30 - 29.08.2016 07:45","12883","13262"
"29.08.2016 07:45 - 29.08.2016 08:00","13227","13725"
"29.08.2016 08:00 - 29.08.2016 08:15","13583","14138"
"29.08.2016 08:15 - 29.08.2016 08:30","13892","14365"
"29.08.2016 08:30 - 29.08.2016 08:45","14144","14595"
"29.08.2016 08:45 - 29.08.2016 09:00","14312","14768"
"29.08.2016 09:00 - 29.08.2016 09:15","14383","14973"
"29.08.2016 09:15 - 29.08.2016 09:30","14408","15050"
"29.08.2016 09:30 - 29.08.2016 09:45","14534","15086"
"29.08.2016 09:45 - 29.08.2016 10:00","14562","15132"
"29.08.2016 10:00 - 29.08.2016 10:15","14543","15189"
"29.08.2016 10:15 - 29.08.2016 10:30","14545","15146"
"29.08.2016 10:30 - 29.08.2016 10:45","14646","15153"
"29.08.2016 10:45 - 29.08.2016 11:00","14308","15237"
"29.08.2016 11:00 - 29.08.2016 11:15","15006","15226"
"29.08.2016 11:15 - 29.08.2016 11:30","14565","15234"
"29.08.2016 11:30 - 29.08.2016 11:45","14632","15211"
"29.08.2016 11:45 - 29.08.2016 12:00","14640","15244"
"29.08.2016 12:00 - 29.08.2016 12:15","14656","15182"
"29.08.2016 12:15 - 29.08.2016 12:30","14626","15075"
"29.08.2016 12:30 - 29.08.2016 12:45","14507","15014"
"29.08.2016 12:45 - 29.08.2016 13:00","14433","14956"
"29.08.2016 13:00 - 29.08.2016 13:15","14461","15033"
"29.08.2016 13:15 - 29.08.2016 13:30","14546","15047"
"29.08.2016 13:30 - 29.08.2016 13:45","14568","14980"
