"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - Netherlands (NL)","Actual Total Load [MW] - Netherlands (NL)"
"01.01.2016 14:15 - 01.01.2016 14:30","15477","11825"
"01.01.2016 14:30 - 01.01.2016 14:45","15384","11846"
"01.01.2016 14:45 - 01.01.2016 15:00","15305","11872"
"01.01.2016 15:00 - 01.01.2016 15:15","15403","11897"
"01.01.2016 15:15 - 01.01.2016 15:30","15426","11922"
"01.01.2016 15:30 - 01.01.2016 15:45","15430","11942"
"01.01.2016 15:45 - 01.01.2016 16:00","15424","11980"
"01.01.2016 16:00 - 01.01.2016 16:15","15362","12071"
"01.01.2016 16:15 - 01.01.2016 16:30","15448","12228"
"01.01.2016 16:30 - 01.01.2016 16:45","15749","12509"
"01.01.2016 16:45 - 01.01.2016 17:00","16077","12967"
"01.01.2016 17:00 - 01.01.2016 17:15","16177","13282"
"01.01.2016 17:15 - 01.01.2016 17:30","16165","13543"
"01.01.2016 17:30 - 01.01.2016 17:45","16275","13769"
"01.01.2016 17:45 - 01.01.2016 18:00","16318","13874"
"01.01.2016 18:00 - 01.01.2016 18:15","16087","13763"
"01.01.2016 18:15 - 01.01.2016 18:30","15662","13703"
"01.01.2016 18:30 - 01.01.2016 18:45","15386","13620"
"01.01.2016 18:45 - 01.01.2016 19:00","15291","13572"
"01.01.2016 19:00 - 01.01.2016 19:15","15148","13476"
"01.01.2016 19:15 - 01.01.2016 19:30","14971","13422"
"01.01.2016 19:30 - 01.01.2016 19:45","14738","13339"
"01.01.2016 19:45 - 01.01.2016 20:00","14586","13335"
"01.01.2016 20:00 - 01.01.2016 20:15","14418","13169"
"01.01.2016 20:15 - 01.01.2016 20:30","14262","13054"
"01.01.2016 20:30 - 01.01.2016 20:45","14079","12871"
"01.01.2016 20:45 - 01.01.2016 21:00","13857","12696"
"01.01.2016 21:00 - 01.01.2016 21:15","13645","12532"
"01.01.2016 21:15 - 01.01.2016 21:30","13421","12431"
"01.01.2016 21:30 - 01.01.2016 21:45","13132","12212"
"01.01.2016 21:45 - 01.01.2016 22:00","12931","12082"
"01.01.2016 22:00 - 01.01.2016 22:15","12705","11885"
"01.01.2016 22:15 - 01.01.2016 22:30","12446","11727"
"01.01.2016 22:30 - 01.01.2016 22:45","12149","11616"
"01.01.2016 22:45 - 01.01.2016 23:00","11935","11453"
"01.01.2016 23:00 - 01.01.2016 23:15","11772","11207"
"01.01.2016 23:15 - 01.01.2016 23:30","11569","11074"
"01.01.2016 23:30 - 01.01.2016 23:45","11319","10846"
"01.01.2016 23:45 - 02.01.2016 00:00","11016","10609"
"02.01.2016 00:00 - 02.01.2016 00:15","11296","10491"
"02.01.2016 00:15 - 02.01.2016 00:30","10913","10372"
"02.01.2016 00:30 - 02.01.2016 00:45","10637","10193"
"02.01.2016 00:45 - 02.01.2016 01:00","10399","10035"
"02.01.2016 01:00 - 02.01.2016 01:15","10235","9827"
"02.01.2016 01:15 - 02.01.2016 01:30","10054","9727"
"02.01.2016 01:30 - 02.01.2016 01:45","9919","9617"
"02.01.2016 01:45 - 02.01.2016 02:00","9761","9564"
"02.01.2016 02:00 - 02.01.2016 02:15","9589","9451"
"02.01.2016 02:15 - 02.01.2016 02:30","9525","9389"
"02.01.2016 02:30 - 02.01.2016 02:45","9456","9306"
"02.01.2016 02:45 - 02.01.2016 03:00","9381","9253"
"02.01.2016 03:00 - 02.01.2016 03:15","9263","9296"
"02.01.2016 03:15 - 02.01.2016 03:30","9242","9249"
"02.01.2016 03:30 - 02.01.2016 03:45","9186","9234"
"02.01.2016 03:45 - 02.01.2016 04:00","9122","9203"
"02.01.2016 04:00 - 02.01.2016 04:15","9109","9220"
"02.01.2016 04:15 - 02.01.2016 04:30","9095","9261"
"02.01.2016 04:30 - 02.01.2016 04:45","9068","9266"
"02.01.2016 04:45 - 02.01.2016 05:00","9119","9288"
"02.01.2016 05:00 - 02.01.2016 05:15","9186","9356"
"02.01.2016 05:15 - 02.01.2016 05:30","9251","9359"
"02.01.2016 05:30 - 02.01.2016 05:45","9336","9426"
"02.01.2016 05:45 - 02.01.2016 06:00","9395","9537"
"02.01.2016 06:00 - 02.01.2016 06:15","9535","9739"
"02.01.2016 06:15 - 02.01.2016 06:30","9744","9871"
"02.01.2016 06:30 - 02.01.2016 06:45","10012","10056"
"02.01.2016 06:45 - 02.01.2016 07:00","10202","10238"
"02.01.2016 07:00 - 02.01.2016 07:15","10374","10462"
"02.01.2016 07:15 - 02.01.2016 07:30","10690","10725"
"02.01.2016 07:30 - 02.01.2016 07:45","11037","10975"
"02.01.2016 07:45 - 02.01.2016 08:00","11319","11287"
"02.01.2016 08:00 - 02.01.2016 08:15","11750","11614"
"02.01.2016 08:15 - 02.01.2016 08:30","12174","11924"
"02.01.2016 08:30 - 02.01.2016 08:45","12471","12164"
"02.01.2016 08:45 - 02.01.2016 09:00","12669","12397"
"02.01.2016 09:00 - 02.01.2016 09:15","12843","12703"
"02.01.2016 09:15 - 02.01.2016 09:30","13026","12974"
"02.01.2016 09:30 - 02.01.2016 09:45","13203","13292"
"02.01.2016 09:45 - 02.01.2016 10:00","13434","13494"
"02.01.2016 10:00 - 02.01.2016 10:15","13499","13652"
"02.01.2016 10:15 - 02.01.2016 10:30","13518","13790"
"02.01.2016 10:30 - 02.01.2016 10:45","13472","13937"
"02.01.2016 10:45 - 02.01.2016 11:00","13558","14036"
"02.01.2016 11:00 - 02.01.2016 11:15","13626","14147"
"02.01.2016 11:15 - 02.01.2016 11:30","13691","14228"
"02.01.2016 11:30 - 02.01.2016 11:45","13772","14269"
"02.01.2016 11:45 - 02.01.2016 12:00","13833","14284"
"02.01.2016 12:00 - 02.01.2016 12:15","13883","14344"
"02.01.2016 12:15 - 02.01.2016 12:30","13824","14276"
"02.01.2016 12:30 - 02.01.2016 12:45","13770","14260"
"02.01.2016 12:45 - 02.01.2016 13:00","13688","14215"
"02.01.2016 13:00 - 02.01.2016 13:15","13661","14119"
"02.01.2016 13:15 - 02.01.2016 13:30","13597","14058"
"02.01.2016 13:30 - 02.01.2016 13:45","13585","14018"
"02.01.2016 13:45 - 02.01.2016 14:00","13579","13965"
"02.01.2016 14:00 - 02.01.2016 14:15","13585","13864"
"02.01.2016 14:15 - 02.01.2016 14:30","13742","13807"
"02.01.2016 14:30 - 02.01.2016 14:45","13744","13765"
"02.01.2016 14:45 - 02.01.2016 15:00","13660","13733"
"02.01.2016 15:00 - 02.01.2016 15:15","13617","13691"
"02.01.2016 15:15 - 02.01.2016 15:30","13715","13694"
"02.01.2016 15:30 - 02.01.2016 15:45","13704","13694"
"02.01.2016 15:45 - 02.01.2016 16:00","13738","13787"
"02.01.2016 16:00 - 02.01.2016 16:15","13767","13848"
"02.01.2016 16:15 - 02.01.2016 16:30","13786","14041"
"02.01.2016 16:30 - 02.01.2016 16:45","14064","14321"
"02.01.2016 16:45 - 02.01.2016 17:00","14388","14826"
"02.01.2016 17:00 - 02.01.2016 17:15","14677","15164"
"02.01.2016 17:15 - 02.01.2016 17:30","14588","15313"
"02.01.2016 17:30 - 02.01.2016 17:45","14627","15451"
"02.01.2016 17:45 - 02.01.2016 18:00","14696","15423"
"02.01.2016 18:00 - 02.01.2016 18:15","14587","15164"
"02.01.2016 18:15 - 02.01.2016 18:30","14245","15015"
"02.01.2016 18:30 - 02.01.2016 18:45","14036","14869"
"02.01.2016 18:45 - 02.01.2016 19:00","13867","14771"
"02.01.2016 19:00 - 02.01.2016 19:15","13679","14649"
"02.01.2016 19:15 - 02.01.2016 19:30","13546","14540"
"02.01.2016 19:30 - 02.01.2016 19:45","13387","14376"
"02.01.2016 19:45 - 02.01.2016 20:00","13211","14281"
"02.01.2016 20:00 - 02.01.2016 20:15","13108","14116"
"02.01.2016 20:15 - 02.01.2016 20:30","13006","13930"
"02.01.2016 20:30 - 02.01.2016 20:45","12791","13698"
"02.01.2016 20:45 - 02.01.2016 21:00","12553","13408"
"02.01.2016 21:00 - 02.01.2016 21:15","12436","13153"
"02.01.2016 21:15 - 02.01.2016 21:30","12386","12955"
"02.01.2016 21:30 - 02.01.2016 21:45","12294","12809"
"02.01.2016 21:45 - 02.01.2016 22:00","12110","12686"
"02.01.2016 22:00 - 02.01.2016 22:15","11873","12494"
"02.01.2016 22:15 - 02.01.2016 22:30","11657","12320"
"02.01.2016 22:30 - 02.01.2016 22:45","11397","12124"
"02.01.2016 22:45 - 02.01.2016 23:00","11128","11908"
"02.01.2016 23:00 - 02.01.2016 23:15","10924","11797"
"02.01.2016 23:15 - 02.01.2016 23:30","10772","11616"
"02.01.2016 23:30 - 02.01.2016 23:45","10506","11410"
"02.01.2016 23:45 - 03.01.2016 00:00","10218","11237"
"03.01.2016 00:00 - 03.01.2016 00:15","9963","11041"
"03.01.2016 00:15 - 03.01.2016 00:30","9959","10873"
"03.01.2016 00:30 - 03.01.2016 00:45","9804","10658"
"03.01.2016 00:45 - 03.01.2016 01:00","9588","10457"
"03.01.2016 01:00 - 03.01.2016 01:15","9386","10312"
"03.01.2016 01:15 - 03.01.2016 01:30","9180","10171"
"03.01.2016 01:30 - 03.01.2016 01:45","9024","10019"
"03.01.2016 01:45 - 03.01.2016 02:00","8899","9881"
"03.01.2016 02:00 - 03.01.2016 02:15","8804","9824"
"03.01.2016 02:15 - 03.01.2016 02:30","8724","9701"
"03.01.2016 02:30 - 03.01.2016 02:45","8644","9644"
"03.01.2016 02:45 - 03.01.2016 03:00","8600","9556"
"03.01.2016 03:00 - 03.01.2016 03:15","8591","9548"
"03.01.2016 03:15 - 03.01.2016 03:30","8609","9475"
"03.01.2016 03:30 - 03.01.2016 03:45","8655","9423"
"03.01.2016 03:45 - 03.01.2016 04:00","8664","9435"
"03.01.2016 04:00 - 03.01.2016 04:15","8675","9457"
"03.01.2016 04:15 - 03.01.2016 04:30","8683","9414"
"03.01.2016 04:30 - 03.01.2016 04:45","8779","9431"
"03.01.2016 04:45 - 03.01.2016 05:00","8859","9431"
"03.01.2016 05:00 - 03.01.2016 05:15","8884","9470"
"03.01.2016 05:15 - 03.01.2016 05:30","8920","9507"
"03.01.2016 05:30 - 03.01.2016 05:45","8980","9542"
"03.01.2016 05:45 - 03.01.2016 06:00","9044","9576"
"03.01.2016 06:00 - 03.01.2016 06:15","9127","9606"
"03.01.2016 06:15 - 03.01.2016 06:30","9229","9685"
"03.01.2016 06:30 - 03.01.2016 06:45","9334","9768"
"03.01.2016 06:45 - 03.01.2016 07:00","9470","9870"
"03.01.2016 07:00 - 03.01.2016 07:15","9640","10045"
"03.01.2016 07:15 - 03.01.2016 07:30","9851","10184"
"03.01.2016 07:30 - 03.01.2016 07:45","10087","10360"
"03.01.2016 07:45 - 03.01.2016 08:00","10338","10562"
"03.01.2016 08:00 - 03.01.2016 08:15","10651","10791"
"03.01.2016 08:15 - 03.01.2016 08:30","11010","11006"
"03.01.2016 08:30 - 03.01.2016 08:45","11215","11201"
"03.01.2016 08:45 - 03.01.2016 09:00","11344","11312"
"03.01.2016 09:00 - 03.01.2016 09:15","11591","11496"
"03.01.2016 09:15 - 03.01.2016 09:30","11856","11722"
"03.01.2016 09:30 - 03.01.2016 09:45","12108","11896"
"03.01.2016 09:45 - 03.01.2016 10:00","12338","12083"
"03.01.2016 10:00 - 03.01.2016 10:15","12462","12220"
"03.01.2016 10:15 - 03.01.2016 10:30","12562","12370"
"03.01.2016 10:30 - 03.01.2016 10:45","12686","12565"
"03.01.2016 10:45 - 03.01.2016 11:00","12819","12677"
"03.01.2016 11:00 - 03.01.2016 11:15","12985","12728"
"03.01.2016 11:15 - 03.01.2016 11:30","13159","12849"
"03.01.2016 11:30 - 03.01.2016 11:45","13226","12947"
"03.01.2016 11:45 - 03.01.2016 12:00","13426","13058"
"03.01.2016 12:00 - 03.01.2016 12:15","13572","13129"
"03.01.2016 12:15 - 03.01.2016 12:30","13653","13168"
"03.01.2016 12:30 - 03.01.2016 12:45","13720","13150"
"03.01.2016 12:45 - 03.01.2016 13:00","13772","13126"
"03.01.2016 13:00 - 03.01.2016 13:15","13808","13121"
"03.01.2016 13:15 - 03.01.2016 13:30","13817","12995"
"03.01.2016 13:30 - 03.01.2016 13:45","13829","12973"
"03.01.2016 13:45 - 03.01.2016 14:00","13805","12968"
"03.01.2016 14:00 - 03.01.2016 14:15","13782","12951"
"03.01.2016 14:15 - 03.01.2016 14:30","13810","12875"
"03.01.2016 14:30 - 03.01.2016 14:45","13833","12830"
"03.01.2016 14:45 - 03.01.2016 15:00","13828","12800"
"03.01.2016 15:00 - 03.01.2016 15:15","13885","12818"
"03.01.2016 15:15 - 03.01.2016 15:30","13970","12845"
"03.01.2016 15:30 - 03.01.2016 15:45","14091","12903"
"03.01.2016 15:45 - 03.01.2016 16:00","14162","12988"
"03.01.2016 16:00 - 03.01.2016 16:15","14228","13043"
"03.01.2016 16:15 - 03.01.2016 16:30","14367","13280"
"03.01.2016 16:30 - 03.01.2016 16:45","14788","13571"
"03.01.2016 16:45 - 03.01.2016 17:00","15235","14081"
"03.01.2016 17:00 - 03.01.2016 17:15","15499","14527"
"03.01.2016 17:15 - 03.01.2016 17:30","15385","14734"
"03.01.2016 17:30 - 03.01.2016 17:45","15599","14804"
"03.01.2016 17:45 - 03.01.2016 18:00","15762","14891"
"03.01.2016 18:00 - 03.01.2016 18:15","15675","14694"
"03.01.2016 18:15 - 03.01.2016 18:30","15423","14477"
"03.01.2016 18:30 - 03.01.2016 18:45","15277","14459"
"03.01.2016 18:45 - 03.01.2016 19:00","15115","14520"
"03.01.2016 19:00 - 03.01.2016 19:15","15111","14343"
"03.01.2016 19:15 - 03.01.2016 19:30","15033","14238"
"03.01.2016 19:30 - 03.01.2016 19:45","14889","14165"
"03.01.2016 19:45 - 03.01.2016 20:00","14766","14164"
"03.01.2016 20:00 - 03.01.2016 20:15","14726","14010"
"03.01.2016 20:15 - 03.01.2016 20:30","14618","13858"
"03.01.2016 20:30 - 03.01.2016 20:45","14518","13706"
"03.01.2016 20:45 - 03.01.2016 21:00","14301","13494"
"03.01.2016 21:00 - 03.01.2016 21:15","14128","13299"
"03.01.2016 21:15 - 03.01.2016 21:30","14084","13097"
"03.01.2016 21:30 - 03.01.2016 21:45","13958","12944"
"03.01.2016 21:45 - 03.01.2016 22:00","13753","12646"
"03.01.2016 22:00 - 03.01.2016 22:15","13570","12454"
"03.01.2016 22:15 - 03.01.2016 22:30","13291","12235"
"03.01.2016 22:30 - 03.01.2016 22:45","13092","11959"
"03.01.2016 22:45 - 03.01.2016 23:00","12849","11753"
"03.01.2016 23:00 - 03.01.2016 23:15","12591","11528"
"03.01.2016 23:15 - 03.01.2016 23:30","12467","11308"
"03.01.2016 23:30 - 03.01.2016 23:45","12193","11079"
"03.01.2016 23:45 - 04.01.2016 00:00","11888","10881"
"04.01.2016 00:00 - 04.01.2016 00:15","11633","10658"
"04.01.2016 00:15 - 04.01.2016 00:30","11539","10500"
"04.01.2016 00:30 - 04.01.2016 00:45","11438","10368"
"04.01.2016 00:45 - 04.01.2016 01:00","11225","10199"
"04.01.2016 01:00 - 04.01.2016 01:15","11051","10131"
"04.01.2016 01:15 - 04.01.2016 01:30","10947","10091"
"04.01.2016 01:30 - 04.01.2016 01:45","10841","10079"
"04.01.2016 01:45 - 04.01.2016 02:00","10710","9973"
"04.01.2016 02:00 - 04.01.2016 02:15","10577","9969"
"04.01.2016 02:15 - 04.01.2016 02:30","10521","9925"
"04.01.2016 02:30 - 04.01.2016 02:45","10478","9838"
"04.01.2016 02:45 - 04.01.2016 03:00","10441","9822"
"04.01.2016 03:00 - 04.01.2016 03:15","10452","9857"
"04.01.2016 03:15 - 04.01.2016 03:30","10445","9899"
"04.01.2016 03:30 - 04.01.2016 03:45","10458","9876"
"04.01.2016 03:45 - 04.01.2016 04:00","10474","9903"
"04.01.2016 04:00 - 04.01.2016 04:15","10475","9853"
"04.01.2016 04:15 - 04.01.2016 04:30","10499","9855"
"04.01.2016 04:30 - 04.01.2016 04:45","10539","9947"
"04.01.2016 04:45 - 04.01.2016 05:00","10600","10008"
"04.01.2016 05:00 - 04.01.2016 05:15","10679","10194"
"04.01.2016 05:15 - 04.01.2016 05:30","10873","10355"
"04.01.2016 05:30 - 04.01.2016 05:45","11104","10609"
"04.01.2016 05:45 - 04.01.2016 06:00","11352","10872"
"04.01.2016 06:00 - 04.01.2016 06:15","11644","11346"
"04.01.2016 06:15 - 04.01.2016 06:30","12124","11717"
"04.01.2016 06:30 - 04.01.2016 06:45","12555","12181"
"04.01.2016 06:45 - 04.01.2016 07:00","12976","12708"
"04.01.2016 07:00 - 04.01.2016 07:15","13410","13423"
"04.01.2016 07:15 - 04.01.2016 07:30","13985","14050"
"04.01.2016 07:30 - 04.01.2016 07:45","14669","14606"
"04.01.2016 07:45 - 04.01.2016 08:00","15208","15004"
"04.01.2016 08:00 - 04.01.2016 08:15","15701","15432"
"04.01.2016 08:15 - 04.01.2016 08:30","16182","15771"
"04.01.2016 08:30 - 04.01.2016 08:45","16493","15932"
"04.01.2016 08:45 - 04.01.2016 09:00","16635","16016"
"04.01.2016 09:00 - 04.01.2016 09:15","16810","16200"
"04.01.2016 09:15 - 04.01.2016 09:30","16918","16229"
"04.01.2016 09:30 - 04.01.2016 09:45","16952","16308"
"04.01.2016 09:45 - 04.01.2016 10:00","16955","16315"
"04.01.2016 10:00 - 04.01.2016 10:15","16997","16339"
"04.01.2016 10:15 - 04.01.2016 10:30","17022","16389"
"04.01.2016 10:30 - 04.01.2016 10:45","17087","16436"
"04.01.2016 10:45 - 04.01.2016 11:00","17129","16478"
"04.01.2016 11:00 - 04.01.2016 11:15","17147","16495"
"04.01.2016 11:15 - 04.01.2016 11:30","17137","16561"
"04.01.2016 11:30 - 04.01.2016 11:45","17036","16613"
"04.01.2016 11:45 - 04.01.2016 12:00","16958","16611"
"04.01.2016 12:00 - 04.01.2016 12:15","17009","16620"
"04.01.2016 12:15 - 04.01.2016 12:30","16986","16560"
"04.01.2016 12:30 - 04.01.2016 12:45","16813","16463"
"04.01.2016 12:45 - 04.01.2016 13:00","16724","16490"
"04.01.2016 13:00 - 04.01.2016 13:15","16720","16617"
"04.01.2016 13:15 - 04.01.2016 13:30","16814","16717"
"04.01.2016 13:30 - 04.01.2016 13:45","16965","16712"
"04.01.2016 13:45 - 04.01.2016 14:00","16954","16697"
"04.01.2016 14:00 - 04.01.2016 14:15","16925","16664"
"04.01.2016 14:15 - 04.01.2016 14:30","16853","16626"
"04.01.2016 14:30 - 04.01.2016 14:45","16813","16593"
"04.01.2016 14:45 - 04.01.2016 15:00","16767","16595"
"04.01.2016 15:00 - 04.01.2016 15:15","16755","16562"
"04.01.2016 15:15 - 04.01.2016 15:30","16756","16619"
"04.01.2016 15:30 - 04.01.2016 15:45","16792","16636"
"04.01.2016 15:45 - 04.01.2016 16:00","16785","16721"
"04.01.2016 16:00 - 04.01.2016 16:15","16814","16847"
"04.01.2016 16:15 - 04.01.2016 16:30","16902","17024"
"04.01.2016 16:30 - 04.01.2016 16:45","17156","17235"
"04.01.2016 16:45 - 04.01.2016 17:00","17527","17615"
"04.01.2016 17:00 - 04.01.2016 17:15","17816","17725"
"04.01.2016 17:15 - 04.01.2016 17:30","17777","17882"
"04.01.2016 17:30 - 04.01.2016 17:45","17927","17801"
"04.01.2016 17:45 - 04.01.2016 18:00","17864","17698"
"04.01.2016 18:00 - 04.01.2016 18:15","17612","17240"
"04.01.2016 18:15 - 04.01.2016 18:30","17044","16967"
"04.01.2016 18:30 - 04.01.2016 18:45","16754","16868"
"04.01.2016 18:45 - 04.01.2016 19:00","16623","16779"
"04.01.2016 19:00 - 04.01.2016 19:15","16507","16636"
"04.01.2016 19:15 - 04.01.2016 19:30","16400","16470"
"04.01.2016 19:30 - 04.01.2016 19:45","16249","16264"
"04.01.2016 19:45 - 04.01.2016 20:00","16103","16098"
"04.01.2016 20:00 - 04.01.2016 20:15","15980","15830"
"04.01.2016 20:15 - 04.01.2016 20:30","15902","15596"
"04.01.2016 20:30 - 04.01.2016 20:45","15723","15332"
"04.01.2016 20:45 - 04.01.2016 21:00","15478","15088"
"04.01.2016 21:00 - 04.01.2016 21:15","15334","14861"
"04.01.2016 21:15 - 04.01.2016 21:30","15231","14590"
"04.01.2016 21:30 - 04.01.2016 21:45","15084","14286"
"04.01.2016 21:45 - 04.01.2016 22:00","14701","14014"
"04.01.2016 22:00 - 04.01.2016 22:15","14364","13712"
"04.01.2016 22:15 - 04.01.2016 22:30","14022","13401"
"04.01.2016 22:30 - 04.01.2016 22:45","13694","13089"
"04.01.2016 22:45 - 04.01.2016 23:00","13326","12757"
"04.01.2016 23:00 - 04.01.2016 23:15","13071","12609"
"04.01.2016 23:15 - 04.01.2016 23:30","12990","12373"
"04.01.2016 23:30 - 04.01.2016 23:45","12793","12019"
"04.01.2016 23:45 - 05.01.2016 00:00","12454","11742"
"05.01.2016 00:00 - 05.01.2016 00:15","12214","11445"
"05.01.2016 00:15 - 05.01.2016 00:30","12144","11288"
"05.01.2016 00:30 - 05.01.2016 00:45","12001","11085"
"05.01.2016 00:45 - 05.01.2016 01:00","11822","10937"
"05.01.2016 01:00 - 05.01.2016 01:15","11654","10761"
"05.01.2016 01:15 - 05.01.2016 01:30","11514","10702"
"05.01.2016 01:30 - 05.01.2016 01:45","11355","10584"
"05.01.2016 01:45 - 05.01.2016 02:00","11219","10440"
"05.01.2016 02:00 - 05.01.2016 02:15","11085","10470"
"05.01.2016 02:15 - 05.01.2016 02:30","10945","10367"
"05.01.2016 02:30 - 05.01.2016 02:45","10866","10268"
"05.01.2016 02:45 - 05.01.2016 03:00","10801","10285"
"05.01.2016 03:00 - 05.01.2016 03:15","10766","10256"
"05.01.2016 03:15 - 05.01.2016 03:30","10728","10247"
"05.01.2016 03:30 - 05.01.2016 03:45","10780","10236"
"05.01.2016 03:45 - 05.01.2016 04:00","10725","10244"
"05.01.2016 04:00 - 05.01.2016 04:15","10725","10240"
"05.01.2016 04:15 - 05.01.2016 04:30","10755","10329"
"05.01.2016 04:30 - 05.01.2016 04:45","10787","10406"
"05.01.2016 04:45 - 05.01.2016 05:00","10795","10407"
"05.01.2016 05:00 - 05.01.2016 05:15","10862","10543"
"05.01.2016 05:15 - 05.01.2016 05:30","10981","10671"
"05.01.2016 05:30 - 05.01.2016 05:45","11106","10878"
"05.01.2016 05:45 - 05.01.2016 06:00","11334","11158"
"05.01.2016 06:00 - 05.01.2016 06:15","11594","11568"
"05.01.2016 06:15 - 05.01.2016 06:30","11979","12025"
"05.01.2016 06:30 - 05.01.2016 06:45","12532","12569"
"05.01.2016 06:45 - 05.01.2016 07:00","12992","13012"
"05.01.2016 07:00 - 05.01.2016 07:15","13420","13751"
"05.01.2016 07:15 - 05.01.2016 07:30","13985","14415"
"05.01.2016 07:30 - 05.01.2016 07:45","14650","15018"
"05.01.2016 07:45 - 05.01.2016 08:00","15226","15523"
"05.01.2016 08:00 - 05.01.2016 08:15","15711","15966"
"05.01.2016 08:15 - 05.01.2016 08:30","16028","16277"
"05.01.2016 08:30 - 05.01.2016 08:45","16465","16449"
"05.01.2016 08:45 - 05.01.2016 09:00","16592","16514"
"05.01.2016 09:00 - 05.01.2016 09:15","16755","16674"
"05.01.2016 09:15 - 05.01.2016 09:30","16858","16746"
"05.01.2016 09:30 - 05.01.2016 09:45","16977","16738"
"05.01.2016 09:45 - 05.01.2016 10:00","17053","16829"
"05.01.2016 10:00 - 05.01.2016 10:15","17117","16819"
"05.01.2016 10:15 - 05.01.2016 10:30","17167","16799"
"05.01.2016 10:30 - 05.01.2016 10:45","17201","16881"
"05.01.2016 10:45 - 05.01.2016 11:00","17263","16869"
"05.01.2016 11:00 - 05.01.2016 11:15","17246","16917"
"05.01.2016 11:15 - 05.01.2016 11:30","17202","16882"
"05.01.2016 11:30 - 05.01.2016 11:45","17114","16906"
"05.01.2016 11:45 - 05.01.2016 12:00","17028","16935"
"05.01.2016 12:00 - 05.01.2016 12:15","17040","16855"
