"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - Netherlands (NL)","Actual Total Load [MW] - Netherlands (NL)"
"16.08.2023 06:45 - 16.08.2023 07:00","10943","11186"
"16.08.2023 07:00 - 16.08.2023 07:15","10861","11418"
"16.08.2023 07:15 - 16.08.2023 07:30","10780","11556"
"16.08.2023 07:30 - 16.08.2023 07:45","10708","11722"
"16.08.2023 07:45 - 16.08.2023 08:00","10721","11843"
"16.08.2023 08:00 - 16.08.2023 08:15","10749","12018"
"16.08.2023 08:15 - 16.08.2023 08:30","10721","12146"
"16.08.2023 08:30 - 16.08.2023 08:45","10623","12269"
"16.08.2023 08:45 - 16.08.2023 09:00","10517","12357"
"16.08.2023 09:00 - 16.08.2023 09:15","10352","12387"
"16.08.2023 09:15 - 16.08.2023 09:30","9931","12446"
"16.08.2023 09:30 - 16.08.2023 09:45","9528","12423"
"16.08.2023 09:45 - 16.08.2023 10:00","9211","12462"
"16.08.2023 10:00 - 16.08.2023 10:15","9009","12491"
"16.08.2023 10:15 - 16.08.2023 10:30","8615","12528"
"16.08.2023 10:30 - 16.08.2023 10:45","8179","12535"
"16.08.2023 10:45 - 16.08.2023 11:00","7808","12577"
"16.08.2023 11:00 - 16.08.2023 11:15","7447","12567"
"16.08.2023 11:15 - 16.08.2023 11:30","7018","12592"
"16.08.2023 11:30 - 16.08.2023 11:45","6714","12616"
"16.08.2023 11:45 - 16.08.2023 12:00","6540","12666"
"16.08.2023 12:00 - 16.08.2023 12:15","6413","12700"
"16.08.2023 12:15 - 16.08.2023 12:30","6009","12654"
"16.08.2023 12:30 - 16.08.2023 12:45","5660","12614"
"16.08.2023 12:45 - 16.08.2023 13:00","5457","12636"
"16.08.2023 13:00 - 16.08.2023 13:15","5254","12676"
"16.08.2023 13:15 - 16.08.2023 13:30","5150","12697"
"16.08.2023 13:30 - 16.08.2023 13:45","5026","12679"
"16.08.2023 13:45 - 16.08.2023 14:00","4872","12669"
"16.08.2023 14:00 - 16.08.2023 14:15","4713","12630"
"16.08.2023 14:15 - 16.08.2023 14:30","4481","12652"
"16.08.2023 14:30 - 16.08.2023 14:45","4422","12610"
"16.08.2023 14:45 - 16.08.2023 15:00","4404","12579"
"16.08.2023 15:00 - 16.08.2023 15:15","4395","12549"
"16.08.2023 15:15 - 16.08.2023 15:30","4432","12538"
"16.08.2023 15:30 - 16.08.2023 15:45","4456","12553"
"16.08.2023 15:45 - 16.08.2023 16:00","4520","12563"
"16.08.2023 16:00 - 16.08.2023 16:15","4698","12555"
"16.08.2023 16:15 - 16.08.2023 16:30","5017","12535"
"16.08.2023 16:30 - 16.08.2023 16:45","5235","12565"
"16.08.2023 16:45 - 16.08.2023 17:00","5562","12730"
"16.08.2023 17:00 - 16.08.2023 17:15","6009","12761"
"16.08.2023 17:15 - 16.08.2023 17:30","6549","12814"
"16.08.2023 17:30 - 16.08.2023 17:45","6975","12886"
"16.08.2023 17:45 - 16.08.2023 18:00","7289","12931"
"16.08.2023 18:00 - 16.08.2023 18:15","7608","12867"
"16.08.2023 18:15 - 16.08.2023 18:30","7861","12751"
"16.08.2023 18:30 - 16.08.2023 18:45","8339","12698"
"16.08.2023 18:45 - 16.08.2023 19:00","8956","12719"
"16.08.2023 19:00 - 16.08.2023 19:15","9400","12781"
"16.08.2023 19:15 - 16.08.2023 19:30","9807","12783"
"16.08.2023 19:30 - 16.08.2023 19:45","10234","12811"
"16.08.2023 19:45 - 16.08.2023 20:00","10618","12880"
"16.08.2023 20:00 - 16.08.2023 20:15","11073","12887"
"16.08.2023 20:15 - 16.08.2023 20:30","11414","12910"
"16.08.2023 20:30 - 16.08.2023 20:45","11598","12981"
"16.08.2023 20:45 - 16.08.2023 21:00","11689","13003"
"16.08.2023 21:00 - 16.08.2023 21:15","11851","13057"
"16.08.2023 21:15 - 16.08.2023 21:30","11947","13129"
"16.08.2023 21:30 - 16.08.2023 21:45","12018","13074"
"16.08.2023 21:45 - 16.08.2023 22:00","12052","12965"
"16.08.2023 22:00 - 16.08.2023 22:15","12078","12759"
"16.08.2023 22:15 - 16.08.2023 22:30","12120","12640"
"16.08.2023 22:30 - 16.08.2023 22:45","12060","12446"
"16.08.2023 22:45 - 16.08.2023 23:00","11940","12308"
"16.08.2023 23:00 - 16.08.2023 23:15","11815","12198"
"16.08.2023 23:15 - 16.08.2023 23:30","11751","12065"
"16.08.2023 23:30 - 16.08.2023 23:45","11665","11931"
"16.08.2023 23:45 - 17.08.2023 00:00","11512","11716"
"17.08.2023 00:00 - 17.08.2023 00:15","11168","11513"
"17.08.2023 00:15 - 17.08.2023 00:30","11055","11394"
"17.08.2023 00:30 - 17.08.2023 00:45","10942","11238"
"17.08.2023 00:45 - 17.08.2023 01:00","10853","11102"
"17.08.2023 01:00 - 17.08.2023 01:15","10793","10973"
"17.08.2023 01:15 - 17.08.2023 01:30","10761","10833"
"17.08.2023 01:30 - 17.08.2023 01:45","10712","10742"
"17.08.2023 01:45 - 17.08.2023 02:00","10670","10700"
"17.08.2023 02:00 - 17.08.2023 02:15","10633","10588"
"17.08.2023 02:15 - 17.08.2023 02:30","10626","10573"
"17.08.2023 02:30 - 17.08.2023 02:45","10594","10507"
"17.08.2023 02:45 - 17.08.2023 03:00","10571","10440"
"17.08.2023 03:00 - 17.08.2023 03:15","10541","10401"
"17.08.2023 03:15 - 17.08.2023 03:30","10496","10336"
"17.08.2023 03:30 - 17.08.2023 03:45","10479","10332"
"17.08.2023 03:45 - 17.08.2023 04:00","10458","10330"
"17.08.2023 04:00 - 17.08.2023 04:15","10450","10308"
"17.08.2023 04:15 - 17.08.2023 04:30","10456","10344"
"17.08.2023 04:30 - 17.08.2023 04:45","10462","10311"
"17.08.2023 04:45 - 17.08.2023 05:00","10502","10344"
"17.08.2023 05:00 - 17.08.2023 05:15","10571","10426"
"17.08.2023 05:15 - 17.08.2023 05:30","10685","10521"
"17.08.2023 05:30 - 17.08.2023 05:45","10785","10650"
"17.08.2023 05:45 - 17.08.2023 06:00","10852","10769"
"17.08.2023 06:00 - 17.08.2023 06:15","11022","11064"
"17.08.2023 06:15 - 17.08.2023 06:30","11147","11147"
"17.08.2023 06:30 - 17.08.2023 06:45","11263","11279"
"17.08.2023 06:45 - 17.08.2023 07:00","11348","11427"
"17.08.2023 07:00 - 17.08.2023 07:15","11474","11680"
"17.08.2023 07:15 - 17.08.2023 07:30","11553","11818"
"17.08.2023 07:30 - 17.08.2023 07:45","11614","11930"
"17.08.2023 07:45 - 17.08.2023 08:00","11659","12071"
"17.08.2023 08:00 - 17.08.2023 08:15","11647","12280"
"17.08.2023 08:15 - 17.08.2023 08:30","11573","12402"
"17.08.2023 08:30 - 17.08.2023 08:45","11495","12520"
"17.08.2023 08:45 - 17.08.2023 09:00","11387","12608"
"17.08.2023 09:00 - 17.08.2023 09:15","11296","12645"
"17.08.2023 09:15 - 17.08.2023 09:30","11108","12690"
"17.08.2023 09:30 - 17.08.2023 09:45","10780","12735"
"17.08.2023 09:45 - 17.08.2023 10:00","10598","12779"
"17.08.2023 10:00 - 17.08.2023 10:15","10435","12804"
"17.08.2023 10:15 - 17.08.2023 10:30","10212","12840"
"17.08.2023 10:30 - 17.08.2023 10:45","10090","12882"
"17.08.2023 10:45 - 17.08.2023 11:00","9986","12920"
"17.08.2023 11:00 - 17.08.2023 11:15","9872","12977"
"17.08.2023 11:15 - 17.08.2023 11:30","9819","12977"
"17.08.2023 11:30 - 17.08.2023 11:45","9656","12954"
"17.08.2023 11:45 - 17.08.2023 12:00","9446","12941"
"17.08.2023 12:00 - 17.08.2023 12:15","9255","12915"
"17.08.2023 12:15 - 17.08.2023 12:30","9113","12872"
"17.08.2023 12:30 - 17.08.2023 12:45","8988","12825"
"17.08.2023 12:45 - 17.08.2023 13:00","8896","12851"
"17.08.2023 13:00 - 17.08.2023 13:15","8902","12905"
"17.08.2023 13:15 - 17.08.2023 13:30","8818","12945"
"17.08.2023 13:30 - 17.08.2023 13:45","8717","12953"
"17.08.2023 13:45 - 17.08.2023 14:00","8685","12935"
"17.08.2023 14:00 - 17.08.2023 14:15","8657","12963"
"17.08.2023 14:15 - 17.08.2023 14:30","8589","12933"
"17.08.2023 14:30 - 17.08.2023 14:45","8664","12888"
"17.08.2023 14:45 - 17.08.2023 15:00","8735","12895"
"17.08.2023 15:00 - 17.08.2023 15:15","8755","12907"
"17.08.2023 15:15 - 17.08.2023 15:30","8780","12938"
"17.08.2023 15:30 - 17.08.2023 15:45","8872","13016"
"17.08.2023 15:45 - 17.08.2023 16:00","8967","13038"
"17.08.2023 16:00 - 17.08.2023 16:15","9009","13069"
"17.08.2023 16:15 - 17.08.2023 16:30","9101","13037"
"17.08.2023 16:30 - 17.08.2023 16:45","9277","13140"
"17.08.2023 16:45 - 17.08.2023 17:00","9471","13270"
"17.08.2023 17:00 - 17.08.2023 17:15","9681","13358"
"17.08.2023 17:15 - 17.08.2023 17:30","9958","13522"
"17.08.2023 17:30 - 17.08.2023 17:45","10235","13668"
"17.08.2023 17:45 - 17.08.2023 18:00","10445","13809"
"17.08.2023 18:00 - 17.08.2023 18:15","10592","13645"
"17.08.2023 18:15 - 17.08.2023 18:30","10690","13529"
"17.08.2023 18:30 - 17.08.2023 18:45","10867","13473"
"17.08.2023 18:45 - 17.08.2023 19:00","11085","13495"
"17.08.2023 19:00 - 17.08.2023 19:15","11318","13447"
"17.08.2023 19:15 - 17.08.2023 19:30","11548","13356"
"17.08.2023 19:30 - 17.08.2023 19:45","11792","13315"
"17.08.2023 19:45 - 17.08.2023 20:00","11989","13347"
"17.08.2023 20:00 - 17.08.2023 20:15","12155","13324"
"17.08.2023 20:15 - 17.08.2023 20:30","12283","13289"
"17.08.2023 20:30 - 17.08.2023 20:45","12369","13252"
"17.08.2023 20:45 - 17.08.2023 21:00","12416","13222"
"17.08.2023 21:00 - 17.08.2023 21:15","12389","13177"
"17.08.2023 21:15 - 17.08.2023 21:30","12363","13114"
"17.08.2023 21:30 - 17.08.2023 21:45","12380","13001"
"17.08.2023 21:45 - 17.08.2023 22:00","12387","12773"
"17.08.2023 22:00 - 17.08.2023 22:15","12350","12636"
"17.08.2023 22:15 - 17.08.2023 22:30","12278","12467"
"17.08.2023 22:30 - 17.08.2023 22:45","12191","12265"
"17.08.2023 22:45 - 17.08.2023 23:00","12068","12147"
"17.08.2023 23:00 - 17.08.2023 23:15","11988","12039"
"17.08.2023 23:15 - 17.08.2023 23:30","11950","11899"
"17.08.2023 23:30 - 17.08.2023 23:45","11848","11698"
"17.08.2023 23:45 - 18.08.2023 00:00","11720","11515"
"18.08.2023 00:00 - 18.08.2023 00:15","11613","11358"
"18.08.2023 00:15 - 18.08.2023 00:30","11512","11235"
"18.08.2023 00:30 - 18.08.2023 00:45","11369","11095"
"18.08.2023 00:45 - 18.08.2023 01:00","11243","10964"
"18.08.2023 01:00 - 18.08.2023 01:15","11140","10877"
"18.08.2023 01:15 - 18.08.2023 01:30","11093","10773"
"18.08.2023 01:30 - 18.08.2023 01:45","11017","10647"
"18.08.2023 01:45 - 18.08.2023 02:00","10927","10620"
"18.08.2023 02:00 - 18.08.2023 02:15","10866","10537"
"18.08.2023 02:15 - 18.08.2023 02:30","10825","10474"
"18.08.2023 02:30 - 18.08.2023 02:45","10783","10406"
"18.08.2023 02:45 - 18.08.2023 03:00","10732","10384"
"18.08.2023 03:00 - 18.08.2023 03:15","10712","10373"
"18.08.2023 03:15 - 18.08.2023 03:30","10679","10335"
"18.08.2023 03:30 - 18.08.2023 03:45","10621","10344"
"18.08.2023 03:45 - 18.08.2023 04:00","10567","10323"
"18.08.2023 04:00 - 18.08.2023 04:15","10547","10317"
"18.08.2023 04:15 - 18.08.2023 04:30","10544","10312"
"18.08.2023 04:30 - 18.08.2023 04:45","10513","10305"
"18.08.2023 04:45 - 18.08.2023 05:00","10491","10284"
"18.08.2023 05:00 - 18.08.2023 05:15","10542","10400"
"18.08.2023 05:15 - 18.08.2023 05:30","10582","10502"
"18.08.2023 05:30 - 18.08.2023 05:45","10665","10585"
"18.08.2023 05:45 - 18.08.2023 06:00","10748","10719"
"18.08.2023 06:00 - 18.08.2023 06:15","10806","10981"
"18.08.2023 06:15 - 18.08.2023 06:30","10831","11113"
"18.08.2023 06:30 - 18.08.2023 06:45","10909","11233"
"18.08.2023 06:45 - 18.08.2023 07:00","10991","11424"
"18.08.2023 07:00 - 18.08.2023 07:15","11100","11750"
"18.08.2023 07:15 - 18.08.2023 07:30","11138","11947"
"18.08.2023 07:30 - 18.08.2023 07:45","11173","12112"
"18.08.2023 07:45 - 18.08.2023 08:00","11137","12269"
"18.08.2023 08:00 - 18.08.2023 08:15","11088","12464"
"18.08.2023 08:15 - 18.08.2023 08:30","10941","12613"
"18.08.2023 08:30 - 18.08.2023 08:45","10830","12741"
"18.08.2023 08:45 - 18.08.2023 09:00","10689","12818"
"18.08.2023 09:00 - 18.08.2023 09:15","10470","12911"
"18.08.2023 09:15 - 18.08.2023 09:30","10269","12982"
"18.08.2023 09:30 - 18.08.2023 09:45","10051","12949"
"18.08.2023 09:45 - 18.08.2023 10:00","9810","12983"
"18.08.2023 10:00 - 18.08.2023 10:15","9608","12931"
"18.08.2023 10:15 - 18.08.2023 10:30","9395","12937"
"18.08.2023 10:30 - 18.08.2023 10:45","9119","13006"
"18.08.2023 10:45 - 18.08.2023 11:00","8859","12976"
"18.08.2023 11:00 - 18.08.2023 11:15","8702","12984"
"18.08.2023 11:15 - 18.08.2023 11:30","8526","12977"
"18.08.2023 11:30 - 18.08.2023 11:45","8293","12980"
"18.08.2023 11:45 - 18.08.2023 12:00","8211","12981"
"18.08.2023 12:00 - 18.08.2023 12:15","8129","12959"
"18.08.2023 12:15 - 18.08.2023 12:30","7898","12854"
"18.08.2023 12:30 - 18.08.2023 12:45","7714","12795"
"18.08.2023 12:45 - 18.08.2023 13:00","7725","12797"
"18.08.2023 13:00 - 18.08.2023 13:15","7652","12842"
"18.08.2023 13:15 - 18.08.2023 13:30","7506","12967"
"18.08.2023 13:30 - 18.08.2023 13:45","7461","12970"
"18.08.2023 13:45 - 18.08.2023 14:00","7407","12950"
"18.08.2023 14:00 - 18.08.2023 14:15","7381","12937"
"18.08.2023 14:15 - 18.08.2023 14:30","7425","12841"
"18.08.2023 14:30 - 18.08.2023 14:45","7473","12776"
"18.08.2023 14:45 - 18.08.2023 15:00","7509","12789"
"18.08.2023 15:00 - 18.08.2023 15:15","7584","12741"
"18.08.2023 15:15 - 18.08.2023 15:30","7753","12716"
"18.08.2023 15:30 - 18.08.2023 15:45","7918","12683"
"18.08.2023 15:45 - 18.08.2023 16:00","8071","12644"
"18.08.2023 16:00 - 18.08.2023 16:15","8227","12656"
"18.08.2023 16:15 - 18.08.2023 16:30","8461","12711"
"18.08.2023 16:30 - 18.08.2023 16:45","8716","12747"
"18.08.2023 16:45 - 18.08.2023 17:00","9053","12872"
"18.08.2023 17:00 - 18.08.2023 17:15","9412","12946"
"18.08.2023 17:15 - 18.08.2023 17:30","9724","13011"
"18.08.2023 17:30 - 18.08.2023 17:45","9940","13076"
"18.08.2023 17:45 - 18.08.2023 18:00","10166","13140"
"18.08.2023 18:00 - 18.08.2023 18:15","10330","13019"
"18.08.2023 18:15 - 18.08.2023 18:30","10466","12931"
"18.08.2023 18:30 - 18.08.2023 18:45","10744","12907"
"18.08.2023 18:45 - 18.08.2023 19:00","11008","12935"
"18.08.2023 19:00 - 18.08.2023 19:15","11199","12964"
"18.08.2023 19:15 - 18.08.2023 19:30","11326","12966"
"18.08.2023 19:30 - 18.08.2023 19:45","11505","12970"
"18.08.2023 19:45 - 18.08.2023 20:00","11712","13082"
"18.08.2023 20:00 - 18.08.2023 20:15","11846","13135"
"18.08.2023 20:15 - 18.08.2023 20:30","11977","13199"
"18.08.2023 20:30 - 18.08.2023 20:45","12138","13246"
"18.08.2023 20:45 - 18.08.2023 21:00","12260","13281"
"18.08.2023 21:00 - 18.08.2023 21:15","12322","13292"
"18.08.2023 21:15 - 18.08.2023 21:30","12321","13290"
"18.08.2023 21:30 - 18.08.2023 21:45","12341","13202"
"18.08.2023 21:45 - 18.08.2023 22:00","12362","13097"
"18.08.2023 22:00 - 18.08.2023 22:15","12317","12973"
"18.08.2023 22:15 - 18.08.2023 22:30","12299","12886"
"18.08.2023 22:30 - 18.08.2023 22:45","12260","12736"
"18.08.2023 22:45 - 18.08.2023 23:00","12174","12608"
"18.08.2023 23:00 - 18.08.2023 23:15","12126","12497"
"18.08.2023 23:15 - 18.08.2023 23:30","12086","12363"
"18.08.2023 23:30 - 18.08.2023 23:45","12004","12220"
"18.08.2023 23:45 - 19.08.2023 00:00","11882","12090"
"19.08.2023 00:00 - 19.08.2023 00:15","11966","11904"
"19.08.2023 00:15 - 19.08.2023 00:30","11889","11739"
"19.08.2023 00:30 - 19.08.2023 00:45","11789","11627"
"19.08.2023 00:45 - 19.08.2023 01:00","11672","11485"
"19.08.2023 01:00 - 19.08.2023 01:15","11578","11367"
"19.08.2023 01:15 - 19.08.2023 01:30","11507","11279"
"19.08.2023 01:30 - 19.08.2023 01:45","11419","11158"
"19.08.2023 01:45 - 19.08.2023 02:00","11324","11050"
"19.08.2023 02:00 - 19.08.2023 02:15","11234","10956"
"19.08.2023 02:15 - 19.08.2023 02:30","11191","10879"
"19.08.2023 02:30 - 19.08.2023 02:45","11147","10810"
"19.08.2023 02:45 - 19.08.2023 03:00","11061","10738"
"19.08.2023 03:00 - 19.08.2023 03:15","11004","10674"
"19.08.2023 03:15 - 19.08.2023 03:30","10975","10624"
"19.08.2023 03:30 - 19.08.2023 03:45","10911","10580"
"19.08.2023 03:45 - 19.08.2023 04:00","10880","10550"
"19.08.2023 04:00 - 19.08.2023 04:15","10870","10532"
"19.08.2023 04:15 - 19.08.2023 04:30","10885","10520"
"19.08.2023 04:30 - 19.08.2023 04:45","10885","10450"
"19.08.2023 04:45 - 19.08.2023 05:00","10850","10471"
"19.08.2023 05:00 - 19.08.2023 05:15","10801","10544"
"19.08.2023 05:15 - 19.08.2023 05:30","10783","10559"
"19.08.2023 05:30 - 19.08.2023 05:45","10783","10557"
"19.08.2023 05:45 - 19.08.2023 06:00","10779","10602"
"19.08.2023 06:00 - 19.08.2023 06:15","10740","10676"
"19.08.2023 06:15 - 19.08.2023 06:30","10680","10696"
"19.08.2023 06:30 - 19.08.2023 06:45","10583","10695"
"19.08.2023 06:45 - 19.08.2023 07:00","10516","10739"
"19.08.2023 07:00 - 19.08.2023 07:15","10403","10864"
"19.08.2023 07:15 - 19.08.2023 07:30","10249","10898"
"19.08.2023 07:30 - 19.08.2023 07:45","10142","10975"
"19.08.2023 07:45 - 19.08.2023 08:00","9997","11060"
"19.08.2023 08:00 - 19.08.2023 08:15","9796","11166"
"19.08.2023 08:15 - 19.08.2023 08:30","9530","11236"
"19.08.2023 08:30 - 19.08.2023 08:45","9265","11359"
"19.08.2023 08:45 - 19.08.2023 09:00","9103","11475"
"19.08.2023 09:00 - 19.08.2023 09:15","8931","11536"
"19.08.2023 09:15 - 19.08.2023 09:30","8694","11663"
"19.08.2023 09:30 - 19.08.2023 09:45","8565","11728"
"19.08.2023 09:45 - 19.08.2023 10:00","8444","11832"
"19.08.2023 10:00 - 19.08.2023 10:15","8361","11894"
"19.08.2023 10:15 - 19.08.2023 10:30","8154","11927"
"19.08.2023 10:30 - 19.08.2023 10:45","7867","11991"
"19.08.2023 10:45 - 19.08.2023 11:00","7653","12032"
"19.08.2023 11:00 - 19.08.2023 11:15","7495","12044"
"19.08.2023 11:15 - 19.08.2023 11:30","7292","12000"
"19.08.2023 11:30 - 19.08.2023 11:45","7102","11985"
"19.08.2023 11:45 - 19.08.2023 12:00","6982","12033"
"19.08.2023 12:00 - 19.08.2023 12:15","6922","11941"
"19.08.2023 12:15 - 19.08.2023 12:30","6738","11952"
"19.08.2023 12:30 - 19.08.2023 12:45","6467","11910"
"19.08.2023 12:45 - 19.08.2023 13:00","6305","11932"
"19.08.2023 13:00 - 19.08.2023 13:15","6305","12006"
"19.08.2023 13:15 - 19.08.2023 13:30","6194","12003"
"19.08.2023 13:30 - 19.08.2023 13:45","6122","12042"
"19.08.2023 13:45 - 19.08.2023 14:00","6138","12012"
"19.08.2023 14:00 - 19.08.2023 14:15","6147","12030"
"19.08.2023 14:15 - 19.08.2023 14:30","6050","12066"
"19.08.2023 14:30 - 19.08.2023 14:45","5936","12039"
"19.08.2023 14:45 - 19.08.2023 15:00","5827","12023"
"19.08.2023 15:00 - 19.08.2023 15:15","5723","11987"
"19.08.2023 15:15 - 19.08.2023 15:30","5681","11963"
"19.08.2023 15:30 - 19.08.2023 15:45","5671","11883"
"19.08.2023 15:45 - 19.08.2023 16:00","5753","11837"
"19.08.2023 16:00 - 19.08.2023 16:15","5943","11706"
"19.08.2023 16:15 - 19.08.2023 16:30","6101","11634"
"19.08.2023 16:30 - 19.08.2023 16:45","6211","11601"
"19.08.2023 16:45 - 19.08.2023 17:00","6370","11559"
"19.08.2023 17:00 - 19.08.2023 17:15","6662","11625"
"19.08.2023 17:15 - 19.08.2023 17:30","6999","11656"
"19.08.2023 17:30 - 19.08.2023 17:45","7138","11661"
"19.08.2023 17:45 - 19.08.2023 18:00","7329","11646"
"19.08.2023 18:00 - 19.08.2023 18:15","7678","11659"
"19.08.2023 18:15 - 19.08.2023 18:30","8040","11655"
"19.08.2023 18:30 - 19.08.2023 18:45","8450","11650"
"19.08.2023 18:45 - 19.08.2023 19:00","8699","11683"
"19.08.2023 19:00 - 19.08.2023 19:15","8943","11744"
"19.08.2023 19:15 - 19.08.2023 19:30","9254","11757"
"19.08.2023 19:30 - 19.08.2023 19:45","9514","11815"
"19.08.2023 19:45 - 19.08.2023 20:00","9831","11929"
"19.08.2023 20:00 - 19.08.2023 20:15","10206","11986"
"19.08.2023 20:15 - 19.08.2023 20:30","10548","12032"
"19.08.2023 20:30 - 19.08.2023 20:45","10794","12113"
"19.08.2023 20:45 - 19.08.2023 21:00","10915","12153"
"19.08.2023 21:00 - 19.08.2023 21:15","10937","12249"
"19.08.2023 21:15 - 19.08.2023 21:30","11001","12275"
"19.08.2023 21:30 - 19.08.2023 21:45","11074","12214"
"19.08.2023 21:45 - 19.08.2023 22:00","11117","12119"
"19.08.2023 22:00 - 19.08.2023 22:15","11186","11997"
"19.08.2023 22:15 - 19.08.2023 22:30","11268","11863"
"19.08.2023 22:30 - 19.08.2023 22:45","11227","11756"
"19.08.2023 22:45 - 19.08.2023 23:00","11134","11604"
"19.08.2023 23:00 - 19.08.2023 23:15","11047","11499"
"19.08.2023 23:15 - 19.08.2023 23:30","11011","11400"
"19.08.2023 23:30 - 19.08.2023 23:45","10959","11241"
"19.08.2023 23:45 - 20.08.2023 00:00","10850","11076"
"20.08.2023 00:00 - 20.08.2023 00:15","10820","10937"
"20.08.2023 00:15 - 20.08.2023 00:30","10940","10816"
"20.08.2023 00:30 - 20.08.2023 00:45","10877","10659"
"20.08.2023 00:45 - 20.08.2023 01:00","10753","10525"
"20.08.2023 01:00 - 20.08.2023 01:15","10650","10447"
"20.08.2023 01:15 - 20.08.2023 01:30","10561","10345"
"20.08.2023 01:30 - 20.08.2023 01:45","10457","10238"
"20.08.2023 01:45 - 20.08.2023 02:00","10346","10152"
"20.08.2023 02:00 - 20.08.2023 02:15","10256","10104"
"20.08.2023 02:15 - 20.08.2023 02:30","10211","10062"
"20.08.2023 02:30 - 20.08.2023 02:45","10141","10010"
"20.08.2023 02:45 - 20.08.2023 03:00","10076","9916"
"20.08.2023 03:00 - 20.08.2023 03:15","10091","9893"
"20.08.2023 03:15 - 20.08.2023 03:30","10078","9852"
"20.08.2023 03:30 - 20.08.2023 03:45","10060","9822"
"20.08.2023 03:45 - 20.08.2023 04:00","10045","9796"
"20.08.2023 04:00 - 20.08.2023 04:15","10027","9776"
"20.08.2023 04:15 - 20.08.2023 04:30","9979","9731"
"20.08.2023 04:30 - 20.08.2023 04:45","9916","9747"
"20.08.2023 04:45 - 20.08.2023 05:00","9912","9732"
"20.08.2023 05:00 - 20.08.2023 05:15","9942","9763"
"20.08.2023 05:15 - 20.08.2023 05:30","9962","9772"
"20.08.2023 05:30 - 20.08.2023 05:45","9959","9798"
"20.08.2023 05:45 - 20.08.2023 06:00","9938","9787"
"20.08.2023 06:00 - 20.08.2023 06:15","9886","9793"
"20.08.2023 06:15 - 20.08.2023 06:30","9810","9745"
"20.08.2023 06:30 - 20.08.2023 06:45","9687","9652"
"20.08.2023 06:45 - 20.08.2023 07:00","9542","9577"
"20.08.2023 07:00 - 20.08.2023 07:15","9382","9567"
"20.08.2023 07:15 - 20.08.2023 07:30","9200","9496"
"20.08.2023 07:30 - 20.08.2023 07:45","9021","9498"
"20.08.2023 07:45 - 20.08.2023 08:00","8829","9516"
"20.08.2023 08:00 - 20.08.2023 08:15","8610","9624"
"20.08.2023 08:15 - 20.08.2023 08:30","8427","9695"
"20.08.2023 08:30 - 20.08.2023 08:45","8249","9848"
"20.08.2023 08:45 - 20.08.2023 09:00","8063","9987"
"20.08.2023 09:00 - 20.08.2023 09:15","7899","10109"
"20.08.2023 09:15 - 20.08.2023 09:30","7678","10158"
"20.08.2023 09:30 - 20.08.2023 09:45","7463","10214"
"20.08.2023 09:45 - 20.08.2023 10:00","7247","10307"
"20.08.2023 10:00 - 20.08.2023 10:15","6953","10326"
"20.08.2023 10:15 - 20.08.2023 10:30","6576","10368"
"20.08.2023 10:30 - 20.08.2023 10:45","6337","10458"
"20.08.2023 10:45 - 20.08.2023 11:00","6184","10633"
"20.08.2023 11:00 - 20.08.2023 11:15","6000","10592"
"20.08.2023 11:15 - 20.08.2023 11:30","5802","10593"
"20.08.2023 11:30 - 20.08.2023 11:45","5633","10696"
"20.08.2023 11:45 - 20.08.2023 12:00","5520","10840"
"20.08.2023 12:00 - 20.08.2023 12:15","5559","10888"
"20.08.2023 12:15 - 20.08.2023 12:30","5601","10944"
"20.08.2023 12:30 - 20.08.2023 12:45","5452","10969"
"20.08.2023 12:45 - 20.08.2023 13:00","5273","10988"
"20.08.2023 13:00 - 20.08.2023 13:15","5208","10908"
"20.08.2023 13:15 - 20.08.2023 13:30","5128","10923"
"20.08.2023 13:30 - 20.08.2023 13:45","5158","10894"
"20.08.2023 13:45 - 20.08.2023 14:00","5067","10886"
"20.08.2023 14:00 - 20.08.2023 14:15","4952","10849"
"20.08.2023 14:15 - 20.08.2023 14:30","5084","10827"
"20.08.2023 14:30 - 20.08.2023 14:45","5167","10779"
"20.08.2023 14:45 - 20.08.2023 15:00","5287","10755"
"20.08.2023 15:00 - 20.08.2023 15:15","5405","10734"
"20.08.2023 15:15 - 20.08.2023 15:30","5565","10735"
"20.08.2023 15:30 - 20.08.2023 15:45","5637","10761"
"20.08.2023 15:45 - 20.08.2023 16:00","5761","10702"
"20.08.2023 16:00 - 20.08.2023 16:15","5913","10758"
"20.08.2023 16:15 - 20.08.2023 16:30","6258","10811"
"20.08.2023 16:30 - 20.08.2023 16:45","6432","10859"
"20.08.2023 16:45 - 20.08.2023 17:00","6511","10907"
"20.08.2023 17:00 - 20.08.2023 17:15","6781","11055"
"20.08.2023 17:15 - 20.08.2023 17:30","7236","11211"
"20.08.2023 17:30 - 20.08.2023 17:45","7575","11327"
"20.08.2023 17:45 - 20.08.2023 18:00","7959","11458"
"20.08.2023 18:00 - 20.08.2023 18:15","8358","11479"
"20.08.2023 18:15 - 20.08.2023 18:30","8611","11464"
"20.08.2023 18:30 - 20.08.2023 18:45","8733","11479"
"20.08.2023 18:45 - 20.08.2023 19:00","8920","11503"
"20.08.2023 19:00 - 20.08.2023 19:15","9136","11613"
"20.08.2023 19:15 - 20.08.2023 19:30","9530","11680"
