,Date,DailyPrecipitation,MaxHourlyPrecipitation,HDMaxPrecipitation,DailyMeanTemperature,HourlyMinTemperature,HDMinTemperature,HourlyMaxTemperature,HDMaxTemperature,DailyMeanWindspeed,MaxHourlyMeanWindspeed,HDMaxMeanWindspeed,MinHourlyMeanWindspeed,HDMinMeanWindspeed,Month,Year,Week,WeekKey,day_of_week,Day,Hour,Minute
1028,2023-10-26,0.1,0.1,15,9.4,74,4,10.8,15,2.3,3.0,11,1.0,3,1,1970,43,202343,Thursday,1,0,0
1029,2023-10-27,11.0,2.0,14,10.4,74,21,11.9,16,2.0,3.0,2,1.0,8,1,1970,43,202343,Friday,1,0,0
1030,2023-10-28,6.7,2.5,21,11.8,86,1,14.8,15,3.9,5.0,10,3.0,1,1,1970,43,202343,Saturday,1,0,0
1031,2023-10-29,5.6,3.4,18,12.8,102,24,14.4,11,5.7,7.0,5,4.0,16,1,1970,43,202343,Sunday,1,0,0
1032,2023-10-30,16.8,4.5,22,11.0,96,24,13.6,12,3.3,5.0,10,1.0,15,1,1970,44,202344,Monday,1,0,0
1033,2023-10-31,18.5,5.4,22,11.0,96,1,14.2,11,3.3,5.0,15,2.0,1,1,1970,44,202344,Tuesday,1,0,0
1034,2023-11-01,0.9,0.4,7,12.2,96,23,15.4,14,4.9,7.0,16,3.0,1,1,1970,44,202344,Wednesday,1,0,0
1035,2023-11-02,9.1,2.7,22,10.9,80,22,14.2,10,8.6,11.0,11,4.0,1,1,1970,44,202344,Thursday,1,0,0
1036,2023-11-03,7.1,2.8,5,9.5,76,24,12.2,13,6.6,9.0,1,5.0,17,1,1970,44,202344,Friday,1,0,0
1037,2023-11-04,10.7,3.3,18,9.4,79,1,10.6,11,5.0,7.0,14,4.0,17,1,1970,44,202344,Saturday,1,0,0
1038,2023-11-05,6.2,1.5,13,10.4,92,24,12.2,12,4.1,6.0,14,2.0,6,1,1970,44,202344,Sunday,1,0,0
1039,2023-11-06,0.9,0.5,2,9.8,87,22,12.1,12,5.5,8.0,10,4.0,20,1,1970,45,202345,Monday,1,0,0
1040,2023-11-07,2.0,1.4,24,9.6,75,7,12.5,14,4.7,6.0,11,3.0,7,1,1970,45,202345,Tuesday,1,0,0
1041,2023-11-08,20.4,3.6,23,9.3,77,7,10.6,12,5.3,7.0,15,4.0,1,1,1970,45,202345,Wednesday,1,0,0
1042,2023-11-09,3.7,1.2,2,9.4,68,24,11.5,15,4.4,6.0,15,3.0,4,1,1970,45,202345,Thursday,1,0,0
1043,2023-11-10,4.5,2.1,13,7.4,57,24,8.6,12,3.7,6.0,4,1.0,20,1,1970,45,202345,Friday,1,0,0
1044,2023-11-11,6.1,2.2,4,7.5,55,4,10.2,12,3.0,4.0,5,2.0,1,1,1970,45,202345,Saturday,1,0,0
1045,2023-11-12,0.1,0.1,7,5.3,23,5,8.4,11,1.9,3.0,10,1.0,3,1,1970,45,202345,Sunday,1,0,0
1046,2023-11-13,6.9,2.0,9,10.2,35,1,15.3,14,5.0,8.0,14,2.0,1,1,1970,46,202346,Monday,1,0,0
1047,2023-11-14,13.2,3.7,19,11.9,100,24,13.5,11,4.9,7.0,1,2.0,20,1,1970,46,202346,Tuesday,1,0,0
1048,2023-11-15,3.7,2.6,7,11.0,99,18,13.6,12,4.3,6.0,12,3.0,2,1,1970,46,202346,Wednesday,1,0,0
1049,2023-11-16,3.7,3.3,1,6.8,30,24,10.2,1,1.8,3.0,1,1.0,5,1,1970,46,202346,Thursday,1,0,0
1050,2023-11-17,0.0,0.0,1,5.1,22,19,10.3,13,1.6,3.0,13,0.0,2,1,1970,46,202346,Friday,1,0,0
1051,2023-11-18,12.8,3.8,14,8.3,41,1,13.8,24,4.2,6.0,13,2.0,1,1,1970,46,202346,Saturday,1,0,0
1052,2023-11-19,6.1,2.5,18,12.4,112,7,13.9,12,5.7,7.0,11,5.0,1,1,1970,46,202346,Sunday,1,0,0
1053,2023-11-20,8.3,2.5,3,9.8,43,24,12.3,14,3.5,5.0,1,1.0,19,1,1970,47,202347,Monday,1,0,0
1054,2023-11-21,0.2,0.1,8,7.2,22,23,10.5,10,2.3,5.0,16,1.0,1,1,1970,47,202347,Tuesday,1,0,0
1055,2023-11-22,0.2,0.1,21,4.6,7,4,8.9,24,2.7,5.0,18,1.0,1,1,1970,47,202347,Wednesday,1,0,0
1056,2023-11-23,1.0,0.7,20,11.2,84,24,13.3,13,5.0,7.0,15,4.0,1,1,1970,47,202347,Thursday,1,0,0
1057,2023-11-24,4.9,1.4,13,6.4,50,16,8.9,1,4.8,6.0,14,3.0,24,1,1970,47,202347,Friday,1,0,0
1058,2023-11-25,1.9,0.7,5,5.0,5,24,8.4,13,3.1,5.0,12,1.0,21,1,1970,47,202347,Saturday,1,0,0
1059,2023-11-26,1.5,0.7,15,5.0,-6,3,7.4,13,2.5,5.0,24,1.0,6,1,1970,47,202347,Sunday,1,0,0
1060,2023-11-27,16.3,1.8,5,4.2,18,20,5.6,15,4.3,6.0,22,2.0,15,1,1970,48,202348,Monday,1,0,0
1061,2023-11-28,4.9,2.4,22,2.1,-2,8,4.5,13,3.3,6.0,3,1.0,9,1,1970,48,202348,Tuesday,1,0,0
1062,2023-11-29,1.8,0.6,1,2.4,-4,20,4.6,11,2.5,6.0,5,1.0,16,1,1970,48,202348,Wednesday,1,0,0
1063,2023-11-30,0.0,0.0,1,-0.3,-18,24,0.9,13,1.3,3.0,24,1.0,1,1,1970,48,202348,Thursday,1,0,0
1064,2023-12-01,0.0,0.0,1,-1.2,-34,22,0.8,13,1.8,3.0,1,1.0,4,1,1970,48,202348,Friday,1,0,0
1065,2023-12-02,-0.1,-0.1,1,-0.4,-41,8,2.6,15,1.9,3.0,18,0.0,1,1,1970,48,202348,Saturday,1,0,0
1066,2023-12-03,2.2,0.9,21,0.8,-13,8,2.5,14,3.9,6.0,19,2.0,2,1,1970,48,202348,Sunday,1,0,0
1067,2023-12-04,3.4,1.7,19,1.8,8,1,2.6,13,4.8,5.0,5,4.0,1,1,1970,49,202349,Monday,1,0,0
1068,2023-12-05,2.6,0.8,6,1.8,14,17,2.4,1,3.0,4.0,2,2.0,19,1,1970,49,202349,Tuesday,1,0,0
1069,2023-12-06,0.2,0.1,4,2.5,-27,22,6.6,11,1.8,3.0,12,0.0,20,1,1970,49,202349,Wednesday,1,0,0
1070,2023-12-07,-0.1,-0.1,1,0.3,-34,2,2.6,22,3.6,6.0,22,1.0,1,1,1970,49,202349,Thursday,1,0,0
1071,2023-12-08,0.6,0.3,3,5.4,21,4,8.5,17,3.3,4.0,1,2.0,10,1,1970,49,202349,Friday,1,0,0
1072,2023-12-09,7.7,2.7,14,8.1,57,6,11.1,19,5.5,8.0,15,4.0,1,1,1970,49,202349,Saturday,1,0,0
1073,2023-12-10,9.0,2.5,18,9.7,80,18,11.2,21,6.8,9.0,4,5.0,12,1,1970,49,202349,Sunday,1,0,0
1074,2023-12-11,5.4,1.0,3,9.2,77,24,10.5,6,5.0,9.0,8,2.0,19,1,1970,50,202350,Monday,1,0,0
1075,2023-12-12,11.0,5.9,17,8.0,39,3,10.6,16,2.6,4.0,14,2.0,1,1,1970,50,202350,Tuesday,1,0,0
1076,2023-12-13,2.1,0.7,1,8.2,55,24,9.9,13,2.4,4.0,2,0.0,14,1,1970,50,202350,Wednesday,1,0,0
1077,2023-12-14,-0.1,-0.1,1,5.6,44,8,7.1,12,2.5,4.0,1,1.0,11,1,1970,50,202350,Thursday,1,0,0
1078,2023-12-15,-0.1,-0.1,1,8.4,66,1,10.2,13,2.7,3.0,1,2.0,3,1,1970,50,202350,Friday,1,0,0
1079,2023-12-16,-0.1,-0.1,1,8.7,66,6,10.5,21,4.1,5.0,8,3.0,1,1,1970,50,202350,Saturday,1,0,0
1080,2023-12-17,0.0,0.0,1,8.6,63,21,10.3,3,4.8,6.0,11,4.0,1,1,1970,50,202350,Sunday,1,0,0
1081,2023-12-18,0.0,0.0,1,7.5,63,23,9.2,13,4.8,6.0,14,3.0,5,1,1970,51,202351,Monday,1,0,0
1082,2023-12-19,12.4,2.1,6,7.9,65,1,8.9,17,4.7,7.0,6,2.0,16,1,1970,51,202351,Tuesday,1,0,0
1083,2023-12-20,1.9,0.7,19,8.6,63,1,10.5,23,5.2,7.0,20,3.0,1,1,1970,51,202351,Wednesday,1,0,0
1084,2023-12-21,8.9,2.6,18,9.8,57,22,12.2,13,7.4,10.0,11,5.0,21,1,1970,51,202351,Thursday,1,0,0
1085,2023-12-22,9.6,3.6,9,9.0,55,1,10.9,14,6.3,9.0,14,3.0,24,1,1970,51,202351,Friday,1,0,0
1086,2023-12-23,3.5,2.3,3,10.3,73,2,11.2,12,6.7,8.0,5,2.0,2,1,1970,51,202351,Saturday,1,0,0
1087,2023-12-24,18.9,4.0,15,11.6,95,2,12.9,19,7.5,9.0,16,6.0,8,1,1970,51,202351,Sunday,1,0,0
1088,2023-12-25,17.1,2.9,20,11.6,102,21,12.5,1,5.2,8.0,23,3.0,21,1,1970,52,202352,Monday,1,0,0
1089,2023-12-26,2.3,1.5,1,7.6,15,24,11.3,2,4.0,7.0,2,1.0,19,1,1970,52,202352,Tuesday,1,0,0
1090,2023-12-27,3.4,1.3,8,7.0,6,2,10.7,24,4.5,7.0,19,1.0,1,1,1970,52,202352,Wednesday,1,0,0
1091,2023-12-28,0.8,0.6,23,10.9,100,24,11.5,13,8.1,9.0,7,6.0,1,1,1970,52,202352,Thursday,1,0,0
1092,2023-12-29,3.8,1.4,16,9.3,55,18,11.4,13,6.0,9.0,1,2.0,18,1,1970,52,202352,Friday,1,0,0
1093,2023-12-30,-0.1,-0.1,1,8.1,55,7,9.7,18,4.2,5.0,13,3.0,6,1,1970,52,202352,Saturday,1,0,0
1094,2023-12-31,2.8,1.6,10,8.8,79,22,9.5,17,6.4,8.0,12,4.0,1,1,1970,52,202352,Sunday,1,0,0
1095,2024-01-01,10.3,1.8,7,7.4,64,19,9.1,12,5.5,9.0,1,4.0,11,1,1970,1,202401,Monday,1,0,0
1096,2024-01-02,24.0,3.1,23,10.5,68,1,12.9,19,6.6,12.0,21,4.0,11,1,1970,1,202401,Tuesday,1,0,0
1097,2024-01-03,12.4,2.7,1,9.4,80,19,11.0,2,5.6,10.0,2,3.0,19,1,1970,1,202401,Wednesday,1,0,0
1098,2024-01-04,10.6,2.7,5,7.6,60,19,9.2,12,2.5,4.0,23,1.0,8,1,1970,1,202401,Thursday,1,0,0
1099,2024-01-05,5.5,1.2,9,7.0,51,24,9.0,4,3.9,6.0,8,1.0,19,1,1970,1,202401,Friday,1,0,0
1100,2024-01-06,-0.1,-0.1,1,3.2,7,24,5.1,1,4.0,5.0,17,3.0,1,1,1970,1,202401,Saturday,1,0,0
1101,2024-01-07,-0.1,-0.1,1,-0.2,-20,22,1.4,14,4.4,6.0,12,3.0,1,1,1970,1,202401,Sunday,1,0,0
1102,2024-01-08,-0.1,-0.1,1,-1.8,-32,24,0.5,14,5.3,7.0,14,3.0,5,1,1970,2,202402,Monday,1,0,0
1103,2024-01-09,0.0,0.0,1,-3.2,-56,8,0.1,14,4.6,6.0,11,3.0,22,1,1970,2,202402,Tuesday,1,0,0
1104,2024-01-10,0.0,0.0,1,-3.2,-62,8,1.1,14,3.2,4.0,2,2.0,18,1,1970,2,202402,Wednesday,1,0,0
1105,2024-01-11,0.0,0.0,1,-1.9,-76,8,2.9,24,1.7,3.0,3,1.0,13,1,1970,2,202402,Thursday,1,0,0
1106,2024-01-12,-0.1,-0.1,1,3.3,13,8,5.3,13,1.5,2.0,1,1.0,2,1,1970,2,202402,Friday,1,0,0
1107,2024-01-13,0.6,0.2,17,3.5,29,2,4.3,9,3.6,5.0,17,2.0,1,1,1970,2,202402,Saturday,1,0,0
1108,2024-01-14,2.9,0.8,11,2.8,16,24,3.6,12,3.9,5.0,11,3.0,1,1,1970,2,202402,Sunday,1,0,0
1109,2024-01-15,4.3,1.1,7,1.6,-2,24,3.2,16,3.1,4.0,2,2.0,7,1,1970,3,202403,Monday,1,0,0
1110,2024-01-16,0.8,0.3,7,0.8,-12,24,3.3,13,3.7,6.0,20,2.0,1,1,1970,3,202403,Tuesday,1,0,0
1111,2024-01-17,0.0,0.0,1,-1.5,-32,7,0.0,22,2.2,4.0,1,1.0,13,1,1970,3,202403,Wednesday,1,0,0
1112,2024-01-18,-0.1,-0.1,1,-1.7,-66,8,3.6,13,1.9,3.0,12,0.0,8,1,1970,3,202403,Thursday,1,0,0
1113,2024-01-19,1.3,1.3,5,1.5,-14,6,5.2,14,3.6,5.0,21,2.0,6,1,1970,3,202403,Friday,1,0,0
1114,2024-01-20,0.0,0.0,1,-0.4,-16,5,2.3,14,4.6,6.0,9,3.0,22,1,1970,3,202403,Saturday,1,0,0
1115,2024-01-21,0.2,0.1,22,3.7,-10,1,9.2,24,6.5,10.0,23,4.0,1,1,1970,3,202403,Sunday,1,0,0
1116,2024-01-22,5.0,1.3,21,9.6,60,21,12.0,6,7.6,11.0,4,5.0,19,1,1970,4,202404,Monday,1,0,0
1117,2024-01-23,4.9,1.9,18,8.4,55,9,13.4,24,6.4,10.0,23,4.0,8,1,1970,4,202404,Tuesday,1,0,0
1118,2024-01-24,1.1,0.7,2,10.4,79,24,13.4,1,7.0,10.0,1,4.0,18,1,1970,4,202404,Wednesday,1,0,0
1119,2024-01-25,1.5,0.4,15,7.0,22,6,10.0,23,2.8,4.0,16,2.0,2,1,1970,4,202404,Thursday,1,0,0
1120,2024-01-26,5.5,2.7,6,8.1,40,24,11.3,8,5.3,8.0,8,2.0,20,1,1970,4,202404,Friday,1,0,0
1121,2024-01-27,0.0,0.0,1,3.8,-5,23,8.3,13,2.8,4.0,12,2.0,2,1,1970,4,202404,Saturday,1,0,0
1122,2024-01-28,0.0,0.0,1,3.9,-14,2,8.7,15,3.5,5.0,14,3.0,1,1,1970,4,202404,Sunday,1,0,0
1123,2024-01-29,0.0,0.0,1,6.5,17,4,11.1,14,2.6,3.0,1,2.0,3,1,1970,5,202405,Monday,1,0,0
1124,2024-01-30,0.6,0.3,17,7.9,37,24,11.5,11,3.8,7.0,12,1.0,24,1,1970,5,202405,Tuesday,1,0,0
1125,2024-01-31,3.5,2.8,24,6.6,43,1,8.0,14,4.1,7.0,20,1.0,3,1,1970,5,202405,Wednesday,1,0,0
1126,2024-02-01,2.0,1.5,1,6.5,34,6,9.6,2,3.2,5.0,2,2.0,5,1,1970,5,202405,Thursday,1,0,0
1127,2024-02-02,0.0,0.0,1,7.6,55,6,9.2,14,5.1,7.0,11,4.0,1,1,1970,5,202405,Friday,1,0,0
1128,2024-02-03,1.3,1.3,24,10.1,90,1,11.4,15,4.5,6.0,14,4.0,4,1,1970,5,202405,Saturday,1,0,0
1129,2024-02-04,0.1,0.1,12,10.6,91,5,11.6,20,5.4,8.0,23,3.0,3,1,1970,5,202405,Sunday,1,0,0
1130,2024-02-05,0.2,0.1,18,9.6,87,18,10.7,1,7.0,9.0,15,6.0,2,1,1970,6,202406,Monday,1,0,0
1131,2024-02-06,14.8,6.3,23,10.6,55,24,12.3,11,7.9,10.0,13,4.0,24,1,1970,6,202406,Tuesday,1,0,0
1132,2024-02-07,2.6,0.7,2,4.1,-2,24,7.2,13,1.5,3.0,1,0.0,23,1,1970,6,202406,Wednesday,1,0,0
1133,2024-02-08,12.2,1.9,16,2.8,-2,1,8.1,24,2.9,6.0,15,0.0,1,1,1970,6,202406,Thursday,1,0,0
1134,2024-02-09,6.1,1.3,8,10.8,81,1,12.9,14,4.0,6.0,9,3.0,1,1,1970,6,202406,Friday,1,0,0
1135,2024-02-10,0.5,0.3,23,10.3,89,8,12.2,13,2.4,3.0,1,2.0,6,1,1970,6,202406,Saturday,1,0,0
1136,2024-02-11,2.9,0.8,6,8.7,61,24,10.0,14,2.5,4.0,7,1.0,4,1,1970,6,202406,Sunday,1,0,0
1137,2024-02-12,0.1,0.1,13,6.8,39,22,10.0,12,3.1,4.0,12,2.0,1,1,1970,7,202407,Monday,1,0,0
1138,2024-02-13,1.8,0.5,22,6.7,38,8,9.6,15,4.3,6.0,23,3.0,1,1,1970,7,202407,Tuesday,1,0,0
1139,2024-02-14,8.1,1.7,13,11.2,81,1,12.7,18,5.1,6.0,1,4.0,8,1,1970,7,202407,Wednesday,1,0,0
1140,2024-02-15,11.0,5.2,8,12.8,107,24,15.5,14,3.5,4.0,6,3.0,1,1,1970,7,202407,Thursday,1,0,0
1141,2024-02-16,3.2,2.2,11,10.9,90,23,13.0,9,3.2,5.0,9,2.0,4,1,1970,7,202407,Friday,1,0,0
1142,2024-02-17,-0.1,-0.1,1,10.6,92,7,12.3,14,2.4,4.0,24,1.0,9,1,1970,7,202407,Saturday,1,0,0
1143,2024-02-18,14.2,1.9,13,9.4,85,24,10.9,2,5.3,6.0,5,3.0,24,1,1970,7,202407,Sunday,1,0,0
1144,2024-02-19,1.7,1.0,16,8.7,61,24,10.9,13,3.3,5.0,13,2.0,3,1,1970,8,202408,Monday,1,0,0
1145,2024-02-20,-0.1,-0.1,1,8.7,59,1,11.3,14,4.2,7.0,14,2.0,1,1,1970,8,202408,Tuesday,1,0,0
1146,2024-02-21,6.1,1.5,18,9.3,87,18,10.4,14,5.5,7.0,15,4.0,2,1,1970,8,202408,Wednesday,1,0,0
1147,2024-02-22,8.5,2.5,23,9.7,40,24,13.1,18,5.7,10.0,18,3.0,7,1,1970,8,202408,Thursday,1,0,0
1148,2024-02-23,7.8,3.2,21,6.1,38,24,9.0,15,5.5,8.0,10,3.0,19,1,1970,8,202408,Friday,1,0,0
1149,2024-02-24,1.0,0.3,23,5.0,29,5,6.8,16,3.8,6.0,12,2.0,20,1,1970,8,202408,Saturday,1,0,0
1150,2024-02-25,0.9,0.6,3,6.4,50,4,8.9,12,3.3,5.0,22,2.0,15,1,1970,8,202408,Sunday,1,0,0
1151,2024-02-26,1.6,0.5,11,5.0,36,24,6.2,15,5.9,7.0,8,4.0,1,1,1970,9,202409,Monday,1,0,0
1152,2024-02-27,0.0,0.0,1,4.3,6,22,9.1,14,2.6,5.0,10,1.0,18,1,1970,9,202409,Tuesday,1,0,0
1153,2024-02-28,-0.1,-0.1,1,5.9,-2,3,9.1,14,3.2,5.0,20,1.0,2,1,1970,9,202409,Wednesday,1,0,0
1154,2024-02-29,13.9,2.0,17,8.1,67,1,9.0,15,4.7,6.0,2,4.0,13,1,1970,9,202409,Thursday,1,0,0
1155,2024-03-01,0.7,0.7,4,8.2,55,8,9.9,15,5.2,8.0,12,3.0,6,1,1970,9,202409,Friday,1,0,0
1156,2024-03-02,0.2,0.1,1,9.6,58,6,12.6,16,5.2,7.0,11,4.0,4,1,1970,9,202409,Saturday,1,0,0
1157,2024-03-03,0.0,0.0,1,11.1,77,24,15.9,15,3.0,5.0,1,2.0,6,1,1970,9,202409,Sunday,1,0,0
1158,2024-03-04,0.0,0.0,1,7.5,15,24,11.8,15,2.3,4.0,1,1.0,7,1,1970,10,202410,Monday,1,0,0
1159,2024-03-05,1.5,0.7,8,5.7,10,3,8.5,15,1.4,2.0,2,0.0,17,1,1970,10,202410,Tuesday,1,0,0
1160,2024-03-06,0.0,0.0,1,6.7,25,1,12.5,16,2.0,3.0,17,1.0,1,1,1970,10,202410,Wednesday,1,0,0
1161,2024-03-07,0.0,0.0,1,5.1,15,7,9.7,14,4.5,7.0,12,2.0,1,1,1970,10,202410,Thursday,1,0,0
1162,2024-03-08,0.0,0.0,1,5.4,7,7,10.1,13,5.7,9.0,14,4.0,1,1,1970,10,202410,Friday,1,0,0
1163,2024-03-09,0.0,0.0,1,8.2,31,6,12.8,15,4.6,6.0,14,3.0,5,1,1970,10,202410,Saturday,1,0,0
1164,2024-03-10,0.0,0.0,1,9.3,60,6,13.2,14,4.4,7.0,11,2.0,23,1,1970,10,202410,Sunday,1,0,0
1165,2024-03-11,10.5,1.6,8,6.9,65,17,8.2,1,1.6,2.0,3,1.0,1,1,1970,11,202411,Monday,1,0,0
1166,2024-03-12,1.8,0.4,2,8.4,68,6,11.0,15,3.3,4.0,11,2.0,1,1,1970,11,202411,Tuesday,1,0,0
1167,2024-03-13,1.4,0.4,3,11.0,87,1,12.5,16,3.6,5.0,10,2.0,1,1,1970,11,202411,Wednesday,1,0,0
1168,2024-03-14,0.0,0.0,1,13.0,78,6,17.8,15,3.8,5.0,9,2.0,1,1,1970,11,202411,Thursday,1,0,0
1169,2024-03-15,1.0,0.4,3,13.0,112,22,15.3,15,5.5,7.0,10,4.0,1,1,1970,11,202411,Friday,1,0,0
1170,2024-03-16,1.2,0.5,4,7.5,26,23,11.3,1,2.8,5.0,1,1.0,19,1,1970,11,202411,Saturday,1,0,0
1171,2024-03-17,5.5,1.5,21,9.4,40,1,12.8,15,3.5,5.0,12,2.0,1,1,1970,11,202411,Sunday,1,0,0
1172,2024-03-18,0.0,0.0,1,11.1,61,24,15.5,14,2.5,4.0,17,1.0,21,1,1970,12,202412,Monday,1,0,0
1173,2024-03-19,-0.1,-0.1,1,11.5,64,1,17.1,14,2.6,5.0,14,1.0,19,1,1970,12,202412,Tuesday,1,0,0
1174,2024-03-20,0.0,0.0,1,12.0,66,6,18.4,14,1.3,2.0,13,0.0,8,1,1970,12,202412,Wednesday,1,0,0
1175,2024-03-21,-0.1,-0.1,1,9.5,78,6,11.3,24,2.9,4.0,5,1.0,1,1,1970,12,202412,Thursday,1,0,0
1176,2024-03-22,2.1,0.5,12,9.4,70,24,11.5,1,3.2,5.0,4,1.0,19,1,1970,12,202412,Friday,1,0,0
1177,2024-03-23,2.0,0.7,15,6.9,45,5,9.5,13,4.5,7.0,12,2.0,1,1,1970,12,202412,Saturday,1,0,0
1178,2024-03-24,15.4,3.4,8,6.4,45,4,8.8,12,4.9,7.0,13,2.0,24,1,1970,12,202412,Sunday,1,0,0
1179,2024-03-25,0.0,0.0,1,7.3,23,5,12.0,15,2.9,4.0,16,1.0,7,1,1970,13,202413,Monday,1,0,0
1180,2024-03-26,-0.1,-0.1,1,8.7,40,6,11.7,23,3.8,5.0,8,2.0,19,1,1970,13,202413,Tuesday,1,0,0
1181,2024-03-27,0.2,0.1,10,9.6,66,23,12.8,14,3.6,5.0,13,2.0,22,1,1970,13,202413,Wednesday,1,0,0
1182,2024-03-28,3.5,1.7,10,9.1,65,3,12.6,14,5.0,7.0,14,3.0,1,1,1970,13,202413,Thursday,1,0,0
1183,2024-03-29,0.4,0.2,23,10.9,78,7,14.4,15,4.3,7.0,6,2.0,19,1,1970,13,202413,Friday,1,0,0
1184,2024-03-30,0.9,0.4,4,8.6,38,24,11.1,13,1.8,3.0,1,1.0,7,1,1970,13,202413,Saturday,1,0,0
1185,2024-03-31,9.7,8.1,17,10.5,39,1,16.6,14,3.0,5.0,13,1.0,16,1,1970,13,202413,Sunday,1,0,0
1186,2024-04-01,0.0,0.0,1,10.0,68,4,14.0,16,3.3,6.0,14,2.0,1,1,1970,14,202414,Monday,1,0,0
1187,2024-04-02,1.4,0.6,13,9.7,70,5,12.6,16,4.1,6.0,10,2.0,23,1,1970,14,202414,Tuesday,1,0,0
1188,2024-04-03,7.0,3.2,16,11.0,93,1,14.5,15,4.3,6.0,17,2.0,2,1,1970,14,202414,Wednesday,1,0,0
1189,2024-04-04,12.0,4.6,7,12.0,86,2,15.2,12,5.2,9.0,12,3.0,3,1,1970,14,202414,Thursday,1,0,0
1190,2024-04-05,3.0,1.1,10,13.4,100,23,17.3,15,4.3,9.0,14,1.0,24,1,1970,14,202414,Friday,1,0,0
1191,2024-04-06,0.0,0.0,1,18.0,109,1,24.1,15,4.0,6.0,9,1.0,1,1,1970,14,202414,Saturday,1,0,0
1192,2024-04-07,0.7,0.2,21,16.8,128,24,21.1,16,5.0,8.0,10,1.0,24,1,1970,14,202414,Sunday,1,0,0
1193,2024-04-08,1.0,0.8,24,15.3,115,5,19.1,17,2.7,4.0,11,1.0,1,1,1970,15,202415,Monday,1,0,0
1194,2024-04-09,3.9,1.1,2,11.4,88,24,14.8,1,6.0,9.0,9,2.0,4,1,1970,15,202415,Tuesday,1,0,0
1195,2024-04-10,0.6,0.5,1,11.7,86,1,15.1,16,3.9,5.0,11,2.0,5,1,1970,15,202415,Wednesday,1,0,0
1196,2024-04-11,0.4,0.2,6,13.2,117,7,14.8,15,3.9,6.0,1,2.0,20,1,1970,15,202415,Thursday,1,0,0
1197,2024-04-12,0.0,0.0,1,16.1,132,2,20.0,14,4.8,7.0,11,3.0,20,1,1970,15,202415,Friday,1,0,0
1198,2024-04-13,0.0,0.0,1,17.1,120,5,23.1,13,4.4,7.0,13,2.0,5,1,1970,15,202415,Saturday,1,0,0
1199,2024-04-14,0.0,0.0,1,11.6,84,24,14.7,12,2.9,5.0,11,0.0,20,1,1970,15,202415,Sunday,1,0,0
1200,2024-04-15,13.3,4.0,12,8.0,43,13,10.8,10,5.0,8.0,11,2.0,1,1,1970,16,202416,Monday,1,0,0
1201,2024-04-16,9.4,2.9,9,8.2,38,24,12.5,12,5.2,7.0,5,2.0,23,1,1970,16,202416,Tuesday,1,0,0
1202,2024-04-17,9.4,3.5,16,5.8,36,1,9.9,10,2.1,4.0,12,0.0,21,1,1970,16,202416,Wednesday,1,0,0
1203,2024-04-18,2.5,1.0,23,7.5,8,4,12.1,13,3.1,5.0,15,1.0,1,1,1970,16,202416,Thursday,1,0,0
1204,2024-04-19,16.6,2.5,8,8.2,55,24,11.1,11,5.0,8.0,14,3.0,7,1,1970,16,202416,Friday,1,0,0
1205,2024-04-20,2.1,0.5,16,7.3,52,24,10.5,13,4.4,6.0,13,3.0,1,1,1970,16,202416,Saturday,1,0,0
1206,2024-04-21,0.7,0.4,17,6.2,16,24,11.1,15,4.0,6.0,6,1.0,24,1,1970,16,202416,Sunday,1,0,0
1207,2024-04-22,0.5,0.5,10,5.5,1,3,10.4,14,3.1,6.0,15,1.0,1,1,1970,17,202417,Monday,1,0,0
1208,2024-04-23,2.3,1.8,19,5.5,-19,4,10.9,15,2.3,4.0,15,1.0,2,1,1970,17,202417,Tuesday,1,0,0
1209,2024-04-24,3.7,0.9,14,5.7,23,23,10.4,12,3.5,6.0,13,1.0,22,1,1970,17,202417,Wednesday,1,0,0
1210,2024-04-25,5.9,1.4,17,6.1,19,2,10.5,13,3.0,6.0,13,1.0,2,1,1970,17,202417,Thursday,1,0,0
1211,2024-04-26,1.4,0.7,22,8.8,56,5,12.9,14,2.3,4.0,9,1.0,19,1,1970,17,202417,Friday,1,0,0
1212,2024-04-27,0.1,0.1,24,11.8,61,4,16.4,16,2.9,4.0,11,2.0,1,1,1970,17,202417,Saturday,1,0,0
1213,2024-04-28,0.2,0.2,1,12.3,55,23,16.5,10,5.1,8.0,11,1.0,22,1,1970,17,202417,Sunday,1,0,0
1214,2024-04-29,0.0,0.0,1,12.5,42,2,19.7,15,2.6,5.0,13,1.0,19,1,1970,18,202418,Monday,1,0,0
1215,2024-04-30,-0.1,-0.1,1,16.2,112,1,21.9,16,2.5,4.0,10,1.0,1,1,1970,18,202418,Tuesday,1,0,0
1216,2024-05-01,20.2,20.1,1,19.0,138,3,24.4,13,2.6,4.0,8,1.0,20,1,1970,18,202418,Wednesday,1,0,0
1217,2024-05-02,15.0,6.4,23,18.1,134,22,26.0,14,3.5,6.0,23,1.0,12,1,1970,18,202418,Thursday,1,0,0
1218,2024-05-03,4.1,1.5,4,11.2,66,24,13.7,1,3.9,6.0,8,2.0,20,1,1970,18,202418,Friday,1,0,0
1219,2024-05-04,9.0,2.5,22,11.2,52,4,18.2,16,2.7,5.0,16,1.0,3,1,1970,18,202418,Saturday,1,0,0
1220,2024-05-05,1.4,0.7,3,12.2,81,24,17.0,16,1.8,3.0,9,1.0,1,1,1970,18,202418,Sunday,1,0,0
